image,transcription,transliteration,length
img_00337,ꦱꦪꦒ,sayaga,3
img_00338,ꦔꦱ,ngasa,2
img_00339,ꦩꦭ,mala,2
img_00340,ꦒꦭꦪꦭꦝꦚ,galayaladhanya,6
img_00341,ꦠꦲꦢꦱ,tahadasa,4
img_00342,ꦲꦧꦱ,habasa,3
img_00343,ꦮꦏꦕ,wakaca,3
img_00344,ꦕꦏꦭꦥꦲ,cakalapaha,5
img_00345,ꦫꦒ,raga,2
img_00346,ꦤꦛꦛꦭ,nathathala,4
img_00347,ꦤꦥꦫꦲ,naparaha,4
img_00348,ꦪꦢꦕꦮꦔꦮ,yadacawangawa,6
img_00349,ꦚꦲꦏꦝ,nyahakadha,4
img_00350,ꦥꦝ,padha,2
img_00351,ꦮꦕꦝꦗꦒ,wacadhajaga,5
img_00352,ꦠꦚꦒꦱꦛ,tanyagasatha,5
img_00353,ꦗꦔ,janga,2
img_00354,ꦏꦢꦚꦱ,kadanyasa,4
img_00355,ꦧꦧ,baba,2
img_00356,ꦢꦲ,daha,2
img_00357,ꦝꦱ,dhasa,2
img_00358,ꦪꦛꦮꦤꦒꦫ,yathawanagara,6
img_00359,ꦫꦮꦔꦒꦥꦚ,rawangagapanya,6
img_00360,ꦥꦚ,panya,2
img_00361,ꦛꦔ,thanga,2
img_00362,ꦥꦲꦥ,pahapa,3
img_00363,ꦗꦏꦢ,jakada,3
img_00364,ꦪꦤꦭꦪ,yanalaya,4
img_00365,ꦤꦢꦗ,nadaja,3
img_00366,ꦧꦧ,baba,2
img_00367,ꦏꦚꦚꦩꦛ,kanyanyamatha,5
img_00368,ꦪꦗꦩꦔꦛ,yajamangatha,5
img_00369,ꦥꦔꦠꦩꦔ,pangatamanga,5
img_00370,ꦝꦥꦮꦒꦠꦱ,dhapawagatasa,6
img_00371,ꦚꦛ,nyatha,2
img_00372,ꦕꦢꦤ,cadana,3
img_00373,ꦩꦚꦛꦕ,manyathaca,4
img_00374,ꦠꦗꦤꦝꦠ,tajanadhata,5
img_00375,ꦒꦏꦢꦗꦧꦪ,gakadajabaya,6
img_00376,ꦏꦢꦪꦒꦠ,kadayagata,5
img_00377,ꦤꦢꦢꦮ,nadadawa,4
img_00378,ꦪꦤꦠ,yanata,3
img_00379,ꦮꦠꦢꦥ,watadapa,4
img_00380,ꦔꦱꦪꦠꦚ,ngasayatanya,5
img_00381,ꦧꦭꦫꦪꦠꦤ,balarayatana,6
img_00382,ꦱꦥꦔꦔ,sapanganga,4
img_00383,ꦛꦕ,thaca,2
img_00384,ꦫꦱꦪꦛꦛꦮ,rasayathathawa,6
img_00385,ꦛꦮ,thawa,2
img_00386,ꦧꦏ,baka,2
img_00387,ꦥꦔꦮꦗꦕꦚ,pangawajacanya,6
img_00388,ꦠꦗꦫ,tajara,3
img_00389,ꦢꦥꦮꦩꦩꦗ,dapawamamaja,6
img_00390,ꦢꦱ,dasa,2
img_00391,ꦮꦠ,wata,2
img_00392,ꦒꦭ,gala,2
img_00393,ꦪꦒ,yaga,2
img_00394,ꦠꦥꦚ,tapanya,3
img_00395,ꦫꦛꦪꦚꦕꦝ,rathayanyacadha,6
img_00396,ꦢꦧ,daba,2
img_00397,ꦒꦥꦕꦭ,gapacala,4
img_00398,ꦚꦲꦩꦗꦮ,nyahamajawa,5
img_00399,ꦏꦒ,kaga,2
img_00400,ꦒꦏꦕꦢ,gakacada,4
img_00401,ꦧꦗ,baja,2
img_00402,ꦔꦪ,ngaya,2
img_00403,ꦒꦛꦪꦗꦫꦔ,gathayajaranga,6
img_00404,ꦧꦲꦱꦮꦫ,bahasawara,5
img_00405,ꦔꦕꦛꦔ,ngacathanga,4
img_00406,ꦒꦠꦢꦠꦗ,gatadataja,5
img_00407,ꦫꦲꦱ,rahasa,3
img_00408,ꦗꦤ,jana,2
img_00409,ꦚꦕꦫ,nyacara,3
img_00410,ꦢꦱꦏꦏꦫ,dasakakara,5
img_00411,ꦩꦮ,mawa,2
img_00412,ꦤꦏꦮꦫ,nakawara,4
img_00413,ꦲꦪꦚꦔꦫ,hayanyangara,5
img_00414,ꦗꦧꦲ,jabaha,3
img_00415,ꦲꦢꦤ,hadana,3
img_00416,ꦒꦫꦩ,garama,3
img_00417,ꦒꦪꦫ,gayara,3
img_00418,ꦩꦚꦢꦲ,manyadaha,4
img_00419,ꦧꦥꦥꦛꦭꦪ,bapapathalaya,6
img_00420,ꦫꦧꦔ,rabanga,3
img_00421,ꦤꦮꦢꦒꦪ,nawadagaya,5
img_00422,ꦏꦫꦭꦤꦭꦕ,karalanalaca,6
img_00423,ꦚꦝꦚꦮ,nyadhanyawa,4
img_00424,ꦪꦩꦗꦱ,yamajasa,4
img_00425,ꦥꦢꦪ,padaya,3
img_00426,ꦪꦛꦏꦪꦮꦮ,yathakayawawa,6
img_00427,ꦭꦮꦏꦝꦝꦠ,lawakadhadhata,6
img_00428,ꦗꦗꦗ,jajaja,3
img_00429,ꦒꦏꦭ,gakala,3
img_00430,ꦪꦩ,yama,2
img_00431,ꦝꦗꦕꦕ,dhajacaca,4
img_00432,ꦪꦮꦧ,yawaba,3
img_00433,ꦛꦲꦤ,thahana,3
img_00434,ꦒꦧꦧꦭ,gababala,4
img_00435,ꦝꦩꦭꦭꦔ,dhamalalanga,5
img_00436,ꦫꦤꦱꦭ,ranasala,4
img_00437,ꦚꦕꦕꦭꦩ,nyacacalama,5
img_00438,ꦏꦤ,kana,2
img_00439,ꦱꦤꦕꦢ,sanacada,4
img_00440,ꦠꦧꦠꦕ,tabataca,4
img_00441,ꦮꦒꦮꦕ,wagawaca,4
img_00442,ꦗꦪꦮ,jayawa,3
img_00443,ꦔꦮꦗꦏꦥ,ngawajakapa,5
img_00444,ꦩꦧꦪꦪꦔꦪ,mabayayangaya,6
img_00445,ꦒꦱꦝ,gasadha,3
img_00446,ꦢꦧꦱꦧ,dabasaba,4
img_00447,ꦮꦔꦏ,wangaka,3
img_00448,ꦭꦪ,laya,2
img_00449,ꦪꦥꦱ,yapasa,3
img_00450,ꦲꦥꦕ,hapaca,3
img_00451,ꦒꦝꦛ,gadhatha,3
img_00452,ꦮꦫ,wara,2
img_00453,ꦤꦩ,nama,2
img_00454,ꦚꦕꦭꦛ,nyacalatha,4
img_00455,ꦚꦩꦛꦲ,nyamathaha,4
img_00456,ꦲꦤꦏ,hanaka,3
img_00457,ꦫꦗꦭ,rajala,3
img_00458,ꦲꦧꦧ,hababa,3
img_00459,ꦔꦭꦝꦛꦥꦭ,ngaladhathapala,6
img_00460,ꦭꦩꦠꦩ,lamatama,4
img_00461,ꦔꦢꦛꦩꦒꦕ,ngadathamagaca,6
img_00462,ꦕꦧꦭꦒꦒ,cabalagaga,5
img_00463,ꦏꦩꦝꦕꦝ,kamadhacadha,5
img_00464,ꦱꦪ,saya,2
img_00465,ꦱꦮꦥꦔ,sawapanga,4
img_00466,ꦔꦪꦝꦭ,ngayadhala,4
img_00467,ꦩꦢꦚꦚ,madanyanya,4
img_00468,ꦭꦲꦗꦚꦛ,lahajanyatha,5
img_00469,ꦛꦧꦢꦝꦱꦤ,thabadadhasana,6
img_00470,ꦝꦢꦮ,dhadawa,3
img_00471,ꦕꦒ,caga,2
img_00472,ꦮꦛꦧ,wathaba,3
img_00473,ꦔꦔꦛꦲꦢ,ngangathahada,5
img_00474,ꦫꦤ,rana,2
img_00475,ꦧꦮ,bawa,2
img_00476,ꦱꦠ,sata,2
img_00477,ꦧꦪꦮꦱꦔ,bayawasanga,5
img_00478,ꦏꦥ,kapa,2
img_00479,ꦥꦩꦏ,pamaka,3
img_00480,ꦫꦲꦠ,rahata,3
img_00481,ꦕꦫꦱ,carasa,3
img_00482,ꦔꦚꦭꦒꦔꦤ,nganyalagangana,6
img_00483,ꦩꦧꦱꦗꦠꦧ,mabasajataba,6
img_00484,ꦫꦪꦤ,rayana,3
img_00485,ꦝꦏꦏꦒꦠꦩ,dhakakagatama,6
img_00486,ꦕꦛꦒ,cathaga,3
img_00487,ꦔꦏꦒꦏꦏ,ngakagakaka,5
img_00488,ꦥꦲꦮꦥꦧ,pahawapaba,5
img_00489,ꦚꦩꦥꦥꦤꦒ,nyamapapanaga,6
img_00490,ꦒꦮ,gawa,2
img_00491,ꦧꦭꦚ,balanya,3
img_00492,ꦮꦠꦒꦛ,watagatha,4
img_00493,ꦗꦩꦚꦕꦛꦧ,jamanyacathaba,6
img_00494,ꦭꦢꦗꦢ,ladajada,4
img_00495,ꦢꦛꦪꦛꦥꦠ,dathayathapata,6
img_00496,ꦩꦫꦩꦢꦧꦛ,maramadabatha,6
img_00497,ꦛꦥꦒꦗꦢ,thapagajada,5
img_00498,ꦧꦝꦱꦪꦮ,badhasayawa,5
img_00499,ꦠꦥ,tapa,2
img_00500,ꦥꦗꦢꦝꦔꦥ,pajadadhangapa,6
img_00501,ꦕꦒꦫꦛꦝꦢ,cagarathadhada,6
img_00502,ꦫꦮꦤꦥꦗꦲ,rawanapajaha,6
img_00503,ꦗꦢ,jada,2
img_00504,ꦕꦱ,casa,2
img_00505,ꦧꦲꦥꦔꦛ,bahapangatha,5
img_00506,ꦛꦮꦲꦭꦮ,thawahalawa,5
img_00507,ꦕꦏꦚ,cakanya,3
img_00508,ꦛꦤꦭꦲꦪꦕ,thanalahayaca,6
