image,transcription,transliteration,length,font_used
s_img_00473_aug2.png,ꦒꦪꦚ,gayanya,3,Nyk Ngayogyan Jejeg
s_img_00473_aug3.png,ꦒꦪꦚ,gayanya,3,Nyk Ngayogyan Jejeg
s_img_01096_aug1.png,ꦥꦝꦔ,padhanga,3,Nyk Ngayogyan New Italic
s_img_01096_aug2.png,ꦥꦝꦔ,padhanga,3,Nyk Ngayogyan New Italic
s_img_01096_aug3.png,ꦥꦝꦔ,padhanga,3,Nyk Ngayogyan New Italic
s_img_00552_aug1.png,ꦚꦫꦏ,nyaraka,3,Noto Sans Javanese Regular
s_img_00552_aug2.png,ꦚꦫꦏ,nyaraka,3,Noto Sans Javanese Regular
s_img_00552_aug3.png,ꦚꦫꦏ,nyaraka,3,Noto Sans Javanese Regular
s_img_01004_aug1.png,ꦢꦥꦪ,dapaya,3,Nyk Ngayogyan New Italic
s_img_01004_aug2.png,ꦢꦥꦪ,dapaya,3,Nyk Ngayogyan New Italic
s_img_01004_aug3.png,ꦢꦥꦪ,dapaya,3,Nyk Ngayogyan New Italic
s_img_00756_aug1.png,ꦗꦏꦒꦛꦲꦢ,jakagathahada,6,New Kramawirya
s_img_00756_aug2.png,ꦗꦏꦒꦛꦲꦢ,jakagathahada,6,New Kramawirya
s_img_00756_aug3.png,ꦗꦏꦒꦛꦲꦢ,jakagathahada,6,New Kramawirya
s_img_00792_aug1.png,ꦝꦭꦏ,dhalaka,3,Gumregah New FULL
s_img_00792_aug2.png,ꦝꦭꦏ,dhalaka,3,Gumregah New FULL
s_img_00792_aug3.png,ꦝꦭꦏ,dhalaka,3,Gumregah New FULL
s_img_00895_aug1.png,ꦢꦱꦔ,dasanga,3,Noto Sans Javanese Bold
s_img_00895_aug2.png,ꦢꦱꦔ,dasanga,3,Noto Sans Javanese Bold
s_img_00895_aug3.png,ꦢꦱꦔ,dasanga,3,Noto Sans Javanese Bold
s_img_00396_aug1.png,ꦛꦛꦏ,thathaka,3,Tuladha Jejeg
s_img_00396_aug2.png,ꦛꦛꦏ,thathaka,3,Tuladha Jejeg
s_img_00396_aug3.png,ꦛꦛꦏ,thathaka,3,Tuladha Jejeg
s_img_00368_aug1.png,ꦕꦥ,capa,2,Nawatura Beta
s_img_00368_aug2.png,ꦕꦥ,capa,2,Nawatura Beta
s_img_00368_aug3.png,ꦕꦥ,capa,2,Nawatura Beta
s_img_00105_aug1.png,ꦠꦒꦩꦢꦕ,tagamadaca,5,Noto Sans Javanese Bold
s_img_00105_aug2.png,ꦠꦒꦩꦢꦕ,tagamadaca,5,Noto Sans Javanese Bold
s_img_00105_aug3.png,ꦠꦒꦩꦢꦕ,tagamadaca,5,Noto Sans Javanese Bold
s_img_01012_aug1.png,ꦲꦗ,haja,2,Noto Sans Javanese Bold
s_img_01012_aug2.png,ꦲꦗ,haja,2,Noto Sans Javanese Bold
s_img_01012_aug3.png,ꦲꦗ,haja,2,Noto Sans Javanese Bold
s_img_00497_aug1.png,ꦧꦒꦏꦗꦱ,bagakajasa,5,Nyk Ngayogyan New Italic
s_img_00497_aug2.png,ꦧꦒꦏꦗꦱ,bagakajasa,5,Nyk Ngayogyan New Italic
s_img_00497_aug3.png,ꦧꦒꦏꦗꦱ,bagakajasa,5,Nyk Ngayogyan New Italic
s_img_00788_aug1.png,ꦕꦏꦔꦪꦪ,cakangayaya,5,Nayaka New
s_img_00788_aug2.png,ꦕꦏꦔꦪꦪ,cakangayaya,5,Nayaka New
s_img_00788_aug3.png,ꦕꦏꦔꦪꦪ,cakangayaya,5,Nayaka New
s_img_00998_aug1.png,ꦫꦢꦤꦠꦮ,radanatawa,5,Nyk Ngayogyan New Italic
s_img_00998_aug2.png,ꦫꦢꦤꦠꦮ,radanatawa,5,Nyk Ngayogyan New Italic
s_img_00998_aug3.png,ꦫꦢꦤꦠꦮ,radanatawa,5,Nyk Ngayogyan New Italic
s_img_01058_aug1.png,ꦲꦔꦝ,hangadha,3,Nyk Ngayogyan Jejeg
s_img_01058_aug2.png,ꦲꦔꦝ,hangadha,3,Nyk Ngayogyan Jejeg
s_img_01058_aug3.png,ꦲꦔꦝ,hangadha,3,Nyk Ngayogyan Jejeg
s_img_00984_aug1.png,ꦱꦛꦏꦤꦒ,sathakanaga,5,Nayaka New
s_img_00984_aug2.png,ꦱꦛꦏꦤꦒ,sathakanaga,5,Nayaka New
s_img_00984_aug3.png,ꦱꦛꦏꦤꦒ,sathakanaga,5,Nayaka New
s_img_00826_aug1.png,ꦱꦩꦝꦗꦏ,samadhajaka,5,Tuladha Jejeg
s_img_00826_aug2.png,ꦱꦩꦝꦗꦏ,samadhajaka,5,Tuladha Jejeg
s_img_00826_aug3.png,ꦱꦩꦝꦗꦏ,samadhajaka,5,Tuladha Jejeg
s_img_00088_aug1.png,ꦱꦠꦚꦝꦭ,satanyadhala,5,Gumregah New FULL
s_img_00088_aug2.png,ꦱꦠꦚꦝꦭ,satanyadhala,5,Gumregah New FULL
s_img_00088_aug3.png,ꦱꦠꦚꦝꦭ,satanyadhala,5,Gumregah New FULL
s_img_00668_aug1.png,ꦩꦤꦏꦮꦕ,manakawaca,5,Nayaka New
s_img_00668_aug2.png,ꦩꦤꦏꦮꦕ,manakawaca,5,Nayaka New
s_img_00668_aug3.png,ꦩꦤꦏꦮꦕ,manakawaca,5,Nayaka New
s_img_00595_aug1.png,ꦧꦭꦢ,balada,3,Nyk Ngayogyan New Italic
s_img_00595_aug2.png,ꦧꦭꦢ,balada,3,Nyk Ngayogyan New Italic
s_img_00595_aug3.png,ꦧꦭꦢ,balada,3,Nyk Ngayogyan New Italic
s_img_00742_aug1.png,ꦠꦏꦔꦮꦥ,takangawapa,5,Nayaka New
s_img_00742_aug2.png,ꦠꦏꦔꦮꦥ,takangawapa,5,Nayaka New
s_img_00742_aug3.png,ꦠꦏꦔꦮꦥ,takangawapa,5,Nayaka New
s_img_00638_aug1.png,ꦛꦕ,thaca,2,Nyk Ngayogyan New Italic
s_img_00638_aug2.png,ꦛꦕ,thaca,2,Nyk Ngayogyan New Italic
s_img_00638_aug3.png,ꦛꦕ,thaca,2,Nyk Ngayogyan New Italic
s_img_00457_aug1.png,ꦩꦥꦱ,mapasa,3,Nayaka New
s_img_00457_aug2.png,ꦩꦥꦱ,mapasa,3,Nayaka New
s_img_00457_aug3.png,ꦩꦥꦱ,mapasa,3,Nayaka New
s_img_00726_aug1.png,ꦪꦧꦧ,yababa,3,New Kramawirya
s_img_00726_aug2.png,ꦪꦧꦧ,yababa,3,New Kramawirya
s_img_00726_aug3.png,ꦪꦧꦧ,yababa,3,New Kramawirya
s_img_00036_aug1.png,ꦧꦏ,baka,2,Noto Sans Javanese Regular
s_img_00036_aug2.png,ꦧꦏ,baka,2,Noto Sans Javanese Regular
s_img_00036_aug3.png,ꦧꦏ,baka,2,Noto Sans Javanese Regular
s_img_00129_aug1.png,ꦏꦚꦢꦤꦮ,kanyadanawa,5,CARAKAN JAWA
s_img_00129_aug2.png,ꦏꦚꦢꦤꦮ,kanyadanawa,5,CARAKAN JAWA
s_img_00129_aug3.png,ꦏꦚꦢꦤꦮ,kanyadanawa,5,CARAKAN JAWA
s_img_00958_aug1.png,ꦗꦔꦒꦭꦔ,jangagalanga,5,Gumregah New FULL
s_img_00958_aug2.png,ꦗꦔꦒꦭꦔ,jangagalanga,5,Gumregah New FULL
s_img_00958_aug3.png,ꦗꦔꦒꦭꦔ,jangagalanga,5,Gumregah New FULL
s_img_00049_aug1.png,ꦤꦗ,naja,2,Noto Sans Javanese Regular
s_img_00049_aug2.png,ꦤꦗ,naja,2,Noto Sans Javanese Regular
s_img_00049_aug3.png,ꦤꦗ,naja,2,Noto Sans Javanese Regular
s_img_00715_aug1.png,ꦱꦛꦫꦩꦏꦥ,satharamakapa,6,CARAKAN JAWA
s_img_00715_aug2.png,ꦱꦛꦫꦩꦏꦥ,satharamakapa,6,CARAKAN JAWA
s_img_00715_aug3.png,ꦱꦛꦫꦩꦏꦥ,satharamakapa,6,CARAKAN JAWA
s_img_00405_aug1.png,ꦒꦧꦫꦥ,gabarapa,4,Noto Sans Javanese Bold
s_img_00405_aug2.png,ꦒꦧꦫꦥ,gabarapa,4,Noto Sans Javanese Bold
s_img_00405_aug3.png,ꦒꦧꦫꦥ,gabarapa,4,Noto Sans Javanese Bold
s_img_00928_aug1.png,ꦫꦩꦩꦩ,ramamama,4,Gumregah New FULL
s_img_00928_aug2.png,ꦫꦩꦩꦩ,ramamama,4,Gumregah New FULL
s_img_00928_aug3.png,ꦫꦩꦩꦩ,ramamama,4,Gumregah New FULL
s_img_00164_aug1.png,ꦤꦤꦧꦭ,nanabala,4,New Kramawirya
s_img_00164_aug2.png,ꦤꦤꦧꦭ,nanabala,4,New Kramawirya
s_img_00164_aug3.png,ꦤꦤꦧꦭ,nanabala,4,New Kramawirya
s_img_00853_aug1.png,ꦛꦪꦧꦭꦪꦲ,thayabalayaha,6,Nawatura Beta
s_img_00853_aug2.png,ꦛꦪꦧꦭꦪꦲ,thayabalayaha,6,Nawatura Beta
s_img_00853_aug3.png,ꦛꦪꦧꦭꦪꦲ,thayabalayaha,6,Nawatura Beta
s_img_00163_aug1.png,ꦝꦢꦭ,dhadala,3,Nawatura Beta
s_img_00163_aug2.png,ꦝꦢꦭ,dhadala,3,Nawatura Beta
s_img_00163_aug3.png,ꦝꦢꦭ,dhadala,3,Nawatura Beta
s_img_00999_aug1.png,ꦫꦚꦥꦮꦝ,ranyapawadha,5,CARAKAN JAWA
s_img_00999_aug2.png,ꦫꦚꦥꦮꦝ,ranyapawadha,5,CARAKAN JAWA
s_img_00999_aug3.png,ꦫꦚꦥꦮꦝ,ranyapawadha,5,CARAKAN JAWA
s_img_00248_aug1.png,ꦤꦝꦠꦚ,nadhatanya,4,CARAKAN JAWA
s_img_00248_aug2.png,ꦤꦝꦠꦚ,nadhatanya,4,CARAKAN JAWA
s_img_00248_aug3.png,ꦤꦝꦠꦚ,nadhatanya,4,CARAKAN JAWA
s_img_01150_aug1.png,ꦲꦚꦩꦩ,hanyamama,4,Tuladha Jejeg
s_img_01150_aug2.png,ꦲꦚꦩꦩ,hanyamama,4,Tuladha Jejeg
s_img_01150_aug3.png,ꦲꦚꦩꦩ,hanyamama,4,Tuladha Jejeg
s_img_00542_aug1.png,ꦕꦢꦪ,cadaya,3,New Kramawirya
s_img_00542_aug2.png,ꦕꦢꦪ,cadaya,3,New Kramawirya
s_img_00542_aug3.png,ꦕꦢꦪ,cadaya,3,New Kramawirya
s_img_00070_aug1.png,ꦫꦕꦧꦠꦒꦮ,racabatagawa,6,New Kramawirya
s_img_00070_aug2.png,ꦫꦕꦧꦠꦒꦮ,racabatagawa,6,New Kramawirya
s_img_00070_aug3.png,ꦫꦕꦧꦠꦒꦮ,racabatagawa,6,New Kramawirya
s_img_00712_aug1.png,ꦱꦛꦢꦗ,sathadaja,4,Noto Sans Javanese Bold
s_img_00712_aug2.png,ꦱꦛꦢꦗ,sathadaja,4,Noto Sans Javanese Bold
s_img_00712_aug3.png,ꦱꦛꦢꦗ,sathadaja,4,Noto Sans Javanese Bold
s_img_00351_aug1.png,ꦛꦪꦢ,thayada,3,Nyk Ngayogyan Jejeg
s_img_00351_aug2.png,ꦛꦪꦢ,thayada,3,Nyk Ngayogyan Jejeg
s_img_00351_aug3.png,ꦛꦪꦢ,thayada,3,Nyk Ngayogyan Jejeg
s_img_00179_aug1.png,ꦫꦧꦱꦏꦮ,rabasakawa,5,Noto Sans Javanese Bold
s_img_00179_aug2.png,ꦫꦧꦱꦏꦮ,rabasakawa,5,Noto Sans Javanese Bold
s_img_00179_aug3.png,ꦫꦧꦱꦏꦮ,rabasakawa,5,Noto Sans Javanese Bold
s_img_00104_aug1.png,ꦛꦔꦥꦚꦚ,thangapanyanya,5,Nawatura Beta
s_img_00104_aug2.png,ꦛꦔꦥꦚꦚ,thangapanyanya,5,Nawatura Beta
s_img_00104_aug3.png,ꦛꦔꦥꦚꦚ,thangapanyanya,5,Nawatura Beta
s_img_00617_aug1.png,ꦢꦮꦕꦝ,dawacadha,4,Tuladha Jejeg
s_img_00617_aug2.png,ꦢꦮꦕꦝ,dawacadha,4,Tuladha Jejeg
s_img_00617_aug3.png,ꦢꦮꦕꦝ,dawacadha,4,Tuladha Jejeg
s_img_00921_aug1.png,ꦧꦛꦢꦗꦗꦝ,bathadajajadha,6,New Kramawirya
s_img_00921_aug2.png,ꦧꦛꦢꦗꦗꦝ,bathadajajadha,6,New Kramawirya
s_img_00921_aug3.png,ꦧꦛꦢꦗꦗꦝ,bathadajajadha,6,New Kramawirya
s_img_01148_aug1.png,ꦤꦪꦭ,nayala,3,Nayaka New
s_img_01148_aug2.png,ꦤꦪꦭ,nayala,3,Nayaka New
s_img_01148_aug3.png,ꦤꦪꦭ,nayala,3,Nayaka New
s_img_00901_aug1.png,ꦛꦛꦝ,thathadha,3,Nyk Ngayogyan Jejeg
s_img_00901_aug2.png,ꦛꦛꦝ,thathadha,3,Nyk Ngayogyan Jejeg
s_img_00901_aug3.png,ꦛꦛꦝ,thathadha,3,Nyk Ngayogyan Jejeg
s_img_01107_aug1.png,ꦝꦫꦲꦭ,dharahala,4,Nyk Ngayogyan New Italic
s_img_01107_aug2.png,ꦝꦫꦲꦭ,dharahala,4,Nyk Ngayogyan New Italic
s_img_01107_aug3.png,ꦝꦫꦲꦭ,dharahala,4,Nyk Ngayogyan New Italic
s_img_00719_aug1.png,ꦚꦪꦢꦪꦩ,nyayadayama,5,Nyk Ngayogyan Jejeg
s_img_00719_aug2.png,ꦚꦪꦢꦪꦩ,nyayadayama,5,Nyk Ngayogyan Jejeg
s_img_00719_aug3.png,ꦚꦪꦢꦪꦩ,nyayadayama,5,Nyk Ngayogyan Jejeg
s_img_00071_aug1.png,ꦝꦕꦱ,dhacasa,3,CARAKAN JAWA
s_img_00071_aug2.png,ꦝꦕꦱ,dhacasa,3,CARAKAN JAWA
s_img_00071_aug3.png,ꦝꦕꦱ,dhacasa,3,CARAKAN JAWA
s_img_00151_aug1.png,ꦠꦝꦮꦥꦮ,tadhawapawa,5,Noto Sans Javanese Regular
s_img_00151_aug2.png,ꦠꦝꦮꦥꦮ,tadhawapawa,5,Noto Sans Javanese Regular
s_img_00151_aug3.png,ꦠꦝꦮꦥꦮ,tadhawapawa,5,Noto Sans Javanese Regular
s_img_00073_aug1.png,ꦔꦒꦲꦧ,ngagahaba,4,Gumregah New FULL
s_img_00073_aug2.png,ꦔꦒꦲꦧ,ngagahaba,4,Gumregah New FULL
s_img_00073_aug3.png,ꦔꦒꦲꦧ,ngagahaba,4,Gumregah New FULL
s_img_00526_aug1.png,ꦢꦕ,daca,2,CARAKAN JAWA
s_img_00526_aug2.png,ꦢꦕ,daca,2,CARAKAN JAWA
s_img_00526_aug3.png,ꦢꦕ,daca,2,CARAKAN JAWA
s_img_00602_aug1.png,ꦛꦝ,thadha,2,CARAKAN JAWA
s_img_00602_aug2.png,ꦛꦝ,thadha,2,CARAKAN JAWA
s_img_00602_aug3.png,ꦛꦝ,thadha,2,CARAKAN JAWA
s_img_00026_aug1.png,ꦗꦗ,jaja,2,Tuladha Jejeg
s_img_00026_aug2.png,ꦗꦗ,jaja,2,Tuladha Jejeg
s_img_00026_aug3.png,ꦗꦗ,jaja,2,Tuladha Jejeg
s_img_00862_aug1.png,ꦠꦠꦭꦚꦢꦕ,tatalanyadaca,6,Nyk Ngayogyan New Italic
s_img_00862_aug2.png,ꦠꦠꦭꦚꦢꦕ,tatalanyadaca,6,Nyk Ngayogyan New Italic
s_img_00862_aug3.png,ꦠꦠꦭꦚꦢꦕ,tatalanyadaca,6,Nyk Ngayogyan New Italic
s_img_01125_aug1.png,ꦔꦛꦔꦱ,ngathangasa,4,Gumregah New FULL
s_img_01125_aug2.png,ꦔꦛꦔꦱ,ngathangasa,4,Gumregah New FULL
s_img_01125_aug3.png,ꦔꦛꦔꦱ,ngathangasa,4,Gumregah New FULL
s_img_00868_aug1.png,ꦤꦔꦭꦩꦛꦧ,nangalamathaba,6,New Kramawirya
s_img_00868_aug2.png,ꦤꦔꦭꦩꦛꦧ,nangalamathaba,6,New Kramawirya
s_img_00868_aug3.png,ꦤꦔꦭꦩꦛꦧ,nangalamathaba,6,New Kramawirya
s_img_00492_aug1.png,ꦝꦗ,dhaja,2,Nawatura Beta
s_img_00492_aug2.png,ꦝꦗ,dhaja,2,Nawatura Beta
s_img_00492_aug3.png,ꦝꦗ,dhaja,2,Nawatura Beta
s_img_00900_aug1.png,ꦚꦥꦔꦭꦛ,nyapangalatha,5,Tuladha Jejeg
s_img_00900_aug2.png,ꦚꦥꦔꦭꦛ,nyapangalatha,5,Tuladha Jejeg
s_img_00900_aug3.png,ꦚꦥꦔꦭꦛ,nyapangalatha,5,Tuladha Jejeg
s_img_00898_aug1.png,ꦩꦥꦝꦏꦱꦫ,mapadhakasara,6,Nawatura Beta
s_img_00898_aug2.png,ꦩꦥꦝꦏꦱꦫ,mapadhakasara,6,Nawatura Beta
s_img_00898_aug3.png,ꦩꦥꦝꦏꦱꦫ,mapadhakasara,6,Nawatura Beta
s_img_00877_aug1.png,ꦭꦲꦒꦝꦒꦒ,lahagadhagaga,6,CARAKAN JAWA
s_img_00877_aug2.png,ꦭꦲꦒꦝꦒꦒ,lahagadhagaga,6,CARAKAN JAWA
s_img_00877_aug3.png,ꦭꦲꦒꦝꦒꦒ,lahagadhagaga,6,CARAKAN JAWA
s_img_00941_aug1.png,ꦔꦤꦧꦒꦫꦕ,nganabagaraca,6,CARAKAN JAWA
s_img_00941_aug2.png,ꦔꦤꦧꦒꦫꦕ,nganabagaraca,6,CARAKAN JAWA
s_img_00941_aug3.png,ꦔꦤꦧꦒꦫꦕ,nganabagaraca,6,CARAKAN JAWA
s_img_00785_aug1.png,ꦚꦏꦥꦢꦕꦩ,nyakapadacama,6,Nayaka New
s_img_00785_aug2.png,ꦚꦏꦥꦢꦕꦩ,nyakapadacama,6,Nayaka New
s_img_00785_aug3.png,ꦚꦏꦥꦢꦕꦩ,nyakapadacama,6,Nayaka New
s_img_00791_aug1.png,ꦲꦱ,hasa,2,CARAKAN JAWA
s_img_00791_aug2.png,ꦲꦱ,hasa,2,CARAKAN JAWA
s_img_00791_aug3.png,ꦲꦱ,hasa,2,CARAKAN JAWA
s_img_00475_aug1.png,ꦲꦠꦛꦕ,hatathaca,4,Nayaka New
s_img_00475_aug2.png,ꦲꦠꦛꦕ,hatathaca,4,Nayaka New
s_img_00475_aug3.png,ꦲꦠꦛꦕ,hatathaca,4,Nayaka New
s_img_00298_aug1.png,ꦲꦚꦕꦥꦛ,hanyacapatha,5,Tuladha Jejeg
s_img_00298_aug2.png,ꦲꦚꦕꦥꦛ,hanyacapatha,5,Tuladha Jejeg
s_img_00298_aug3.png,ꦲꦚꦕꦥꦛ,hanyacapatha,5,Tuladha Jejeg
s_img_01082_aug1.png,ꦩꦛꦫ,mathara,3,Nawatura Beta
s_img_01082_aug2.png,ꦩꦛꦫ,mathara,3,Nawatura Beta
s_img_01082_aug3.png,ꦩꦛꦫ,mathara,3,Nawatura Beta
s_img_01145_aug1.png,ꦝꦕꦒꦗꦒ,dhacagajaga,5,Noto Sans Javanese Bold
s_img_01145_aug2.png,ꦝꦕꦒꦗꦒ,dhacagajaga,5,Noto Sans Javanese Bold
s_img_01145_aug3.png,ꦝꦕꦒꦗꦒ,dhacagajaga,5,Noto Sans Javanese Bold
s_img_00864_aug1.png,ꦤꦪꦮꦧꦮ,nayawabawa,5,Tuladha Jejeg
s_img_00864_aug2.png,ꦤꦪꦮꦧꦮ,nayawabawa,5,Tuladha Jejeg
s_img_00864_aug3.png,ꦤꦪꦮꦧꦮ,nayawabawa,5,Tuladha Jejeg
s_img_00438_aug1.png,ꦧꦗꦗꦝꦏꦭ,bajajadhakala,6,Nayaka New
s_img_00438_aug2.png,ꦧꦗꦗꦝꦏꦭ,bajajadhakala,6,Nayaka New
s_img_00438_aug3.png,ꦧꦗꦗꦝꦏꦭ,bajajadhakala,6,Nayaka New
s_img_00013_aug1.png,ꦕꦱꦫꦗ,casaraja,4,Noto Sans Javanese Regular
s_img_00013_aug2.png,ꦕꦱꦫꦗ,casaraja,4,Noto Sans Javanese Regular
s_img_00013_aug3.png,ꦕꦱꦫꦗ,casaraja,4,Noto Sans Javanese Regular
s_img_00043_aug1.png,ꦤꦥ,napa,2,Noto Sans Javanese Regular
s_img_00043_aug2.png,ꦤꦥ,napa,2,Noto Sans Javanese Regular
s_img_00043_aug3.png,ꦤꦥ,napa,2,Noto Sans Javanese Regular
s_img_00389_aug1.png,ꦚꦚ,nyanya,2,Noto Sans Javanese Bold
s_img_00389_aug2.png,ꦚꦚ,nyanya,2,Noto Sans Javanese Bold
s_img_00389_aug3.png,ꦚꦚ,nyanya,2,Noto Sans Javanese Bold
s_img_00256_aug1.png,ꦝꦱ,dhasa,2,New Kramawirya
s_img_00256_aug2.png,ꦝꦱ,dhasa,2,New Kramawirya
s_img_00256_aug3.png,ꦝꦱ,dhasa,2,New Kramawirya
s_img_00357_aug1.png,ꦢꦚꦩꦢ,danyamada,4,Nyk Ngayogyan New Italic
s_img_00357_aug2.png,ꦢꦚꦩꦢ,danyamada,4,Nyk Ngayogyan New Italic
s_img_00357_aug3.png,ꦢꦚꦩꦢ,danyamada,4,Nyk Ngayogyan New Italic
s_img_00254_aug1.png,ꦏꦏꦧꦮ,kakabawa,4,Nawatura Beta
s_img_00254_aug2.png,ꦏꦏꦧꦮ,kakabawa,4,Nawatura Beta
s_img_00254_aug3.png,ꦏꦏꦧꦮ,kakabawa,4,Nawatura Beta
s_img_00234_aug1.png,ꦥꦪꦢꦠ,payadata,4,Noto Sans Javanese Regular
s_img_00234_aug2.png,ꦥꦪꦢꦠ,payadata,4,Noto Sans Javanese Regular
s_img_00234_aug3.png,ꦥꦪꦢꦠ,payadata,4,Noto Sans Javanese Regular
s_img_00398_aug1.png,ꦤꦲꦕꦤꦛꦮ,nahacanathawa,6,Gumregah New FULL
s_img_00398_aug2.png,ꦤꦲꦕꦤꦛꦮ,nahacanathawa,6,Gumregah New FULL
s_img_00398_aug3.png,ꦤꦲꦕꦤꦛꦮ,nahacanathawa,6,Gumregah New FULL
s_img_00018_aug1.png,ꦱꦤ,sana,2,Tuladha Jejeg
s_img_00018_aug2.png,ꦱꦤ,sana,2,Tuladha Jejeg
s_img_00018_aug3.png,ꦱꦤ,sana,2,Tuladha Jejeg
s_img_00948_aug1.png,ꦫꦒꦲꦗꦠꦥ,ragahajatapa,6,Nayaka New
