image,transcription,transliteration,length,font_used,group_id
img_00065_aug1.png,ꦩꦲꦚꦫꦒ,mahanyaraga,5,Gumregah New FULL,img_00065
img_00065_aug2.png,ꦩꦲꦚꦫꦒ,mahanyaraga,5,Gumregah New FULL,img_00065
img_00066_orig.png,ꦒꦝꦢꦮꦱ,gadhadawasa,5,Dhuwung,img_00066
img_00066_aug1.png,ꦒꦝꦢꦮꦱ,gadhadawasa,5,Dhuwung,img_00066
img_00066_aug2.png,ꦒꦝꦢꦮꦱ,gadhadawasa,5,Dhuwung,img_00066
img_00068_orig.png,ꦗꦔꦱꦒꦮ,jangasagawa,5,AB Wulang,img_00068
img_00068_aug1.png,ꦗꦔꦱꦒꦮ,jangasagawa,5,AB Wulang,img_00068
img_00068_aug2.png,ꦗꦔꦱꦒꦮ,jangasagawa,5,AB Wulang,img_00068
img_00069_orig.png,ꦥꦧ,paba,2,CARAKAN JAWA,img_00069
img_00069_aug1.png,ꦥꦧ,paba,2,CARAKAN JAWA,img_00069
img_00069_aug2.png,ꦥꦧ,paba,2,CARAKAN JAWA,img_00069
img_00070_orig.png,ꦤꦔꦩꦱꦏ,nangamasaka,5,Nayaka New,img_00070
img_00070_aug1.png,ꦤꦔꦩꦱꦏ,nangamasaka,5,Nayaka New,img_00070
img_00070_aug2.png,ꦤꦔꦩꦱꦏ,nangamasaka,5,Nayaka New,img_00070
img_00071_orig.png,ꦥꦲꦚꦭꦢ,pahanyalada,5,Sehulbari,img_00071
img_00071_aug1.png,ꦥꦲꦚꦭꦢ,pahanyalada,5,Sehulbari,img_00071
img_00071_aug2.png,ꦥꦲꦚꦭꦢ,pahanyalada,5,Sehulbari,img_00071
img_00072_orig.png,ꦤꦕꦧꦔꦔꦒ,nacabangangaga,6,AR Demak Beta,img_00072
img_00072_aug1.png,ꦤꦕꦧꦔꦔꦒ,nacabangangaga,6,AR Demak Beta,img_00072
img_00072_aug2.png,ꦤꦕꦧꦔꦔꦒ,nacabangangaga,6,AR Demak Beta,img_00072
img_00075_orig.png,ꦔꦏꦕꦒꦪ,ngakacagaya,5,Gumregah New FULL,img_00075
img_00075_aug1.png,ꦔꦏꦕꦒꦪ,ngakacagaya,5,Gumregah New FULL,img_00075
img_00075_aug2.png,ꦔꦏꦕꦒꦪ,ngakacagaya,5,Gumregah New FULL,img_00075
img_00077_orig.png,ꦒꦥꦏꦝꦢꦕ,gapakadhadaca,6,Nayaka New,img_00077
img_00077_aug1.png,ꦒꦥꦏꦝꦢꦕ,gapakadhadaca,6,Nayaka New,img_00077
img_00077_aug2.png,ꦒꦥꦏꦝꦢꦕ,gapakadhadaca,6,Nayaka New,img_00077
img_00080_orig.png,ꦛꦥꦩꦔꦛꦥ,thapamangathapa,6,CARAKAN JAWA,img_00080
img_00080_aug1.png,ꦛꦥꦩꦔꦛꦥ,thapamangathapa,6,CARAKAN JAWA,img_00080
img_00080_aug2.png,ꦛꦥꦩꦔꦛꦥ,thapamangathapa,6,CARAKAN JAWA,img_00080
img_00085_orig.png,ꦱꦧ,saba,2,Sehulbari,img_00085
img_00085_aug1.png,ꦱꦧ,saba,2,Sehulbari,img_00085
img_00085_aug2.png,ꦱꦧ,saba,2,Sehulbari,img_00085
img_00086_orig.png,ꦚꦕꦛꦔꦚꦧ,nyacathanganyaba,6,Damarwulan,img_00086
img_00086_aug1.png,ꦚꦕꦛꦔꦚꦧ,nyacathanganyaba,6,Damarwulan,img_00086
img_00086_aug2.png,ꦚꦕꦛꦔꦚꦧ,nyacathanganyaba,6,Damarwulan,img_00086
img_00087_orig.png,ꦢꦥꦠ,dapata,3,Djoharuddin,img_00087
img_00087_aug1.png,ꦢꦥꦠ,dapata,3,Djoharuddin,img_00087
img_00087_aug2.png,ꦢꦥꦠ,dapata,3,Djoharuddin,img_00087
img_00088_orig.png,ꦢꦚꦤꦧꦩ,danyanabama,5,Damarwulan,img_00088
img_00088_aug1.png,ꦢꦚꦤꦧꦩ,danyanabama,5,Damarwulan,img_00088
img_00088_aug2.png,ꦢꦚꦤꦧꦩ,danyanabama,5,Damarwulan,img_00088
img_00089_orig.png,ꦚꦤ,nyana,2,Nawatura Beta,img_00089
img_00089_aug1.png,ꦚꦤ,nyana,2,Nawatura Beta,img_00089
img_00089_aug2.png,ꦚꦤ,nyana,2,Nawatura Beta,img_00089
img_00092_orig.png,ꦩꦲꦲꦧꦒꦭ,mahahabagala,6,New Kramawirya,img_00092
img_00092_aug1.png,ꦩꦲꦲꦧꦒꦭ,mahahabagala,6,New Kramawirya,img_00092
img_00092_aug2.png,ꦩꦲꦲꦧꦒꦭ,mahahabagala,6,New Kramawirya,img_00092
img_00095_orig.png,ꦢꦲ,daha,2,Damarwulan,img_00095
img_00095_aug1.png,ꦢꦲ,daha,2,Damarwulan,img_00095
img_00095_aug2.png,ꦢꦲ,daha,2,Damarwulan,img_00095
img_00097_orig.png,ꦛꦪꦒ,thayaga,3,Nyk Ngayogyan Jejeg,img_00097
img_00097_aug1.png,ꦛꦪꦒ,thayaga,3,Nyk Ngayogyan Jejeg,img_00097
img_00097_aug2.png,ꦛꦪꦒ,thayaga,3,Nyk Ngayogyan Jejeg,img_00097
img_00098_orig.png,ꦏꦢꦫꦛꦗ,kadarathaja,5,CARAKAN JAWA,img_00098
img_00098_aug1.png,ꦏꦢꦫꦛꦗ,kadarathaja,5,CARAKAN JAWA,img_00098
img_00098_aug2.png,ꦏꦢꦫꦛꦗ,kadarathaja,5,CARAKAN JAWA,img_00098
img_00099_orig.png,ꦲꦤꦭꦭꦚꦥ,hanalalanyapa,6,Damarwulan,img_00099
img_00099_aug1.png,ꦲꦤꦭꦭꦚꦥ,hanalalanyapa,6,Damarwulan,img_00099
img_00099_aug2.png,ꦲꦤꦭꦭꦚꦥ,hanalalanyapa,6,Damarwulan,img_00099
img_00103_orig.png,ꦫꦪꦛ,rayatha,3,Dhuwung,img_00103
img_00103_aug1.png,ꦫꦪꦛ,rayatha,3,Dhuwung,img_00103
img_00103_aug2.png,ꦫꦪꦛ,rayatha,3,Dhuwung,img_00103
img_00104_orig.png,ꦤꦢꦗ,nadaja,3,Nawatura Beta,img_00104
img_00104_aug1.png,ꦤꦢꦗ,nadaja,3,Nawatura Beta,img_00104
img_00104_aug2.png,ꦤꦢꦗ,nadaja,3,Nawatura Beta,img_00104
img_00105_orig.png,ꦫꦛꦢ,rathada,3,AB Wulang,img_00105
img_00105_aug1.png,ꦫꦛꦢ,rathada,3,AB Wulang,img_00105
img_00105_aug2.png,ꦫꦛꦢ,rathada,3,AB Wulang,img_00105
img_00106_orig.png,ꦥꦕꦪꦧ,pacayaba,4,Nyk Ngayogyan Jejeg,img_00106
img_00106_aug1.png,ꦥꦕꦪꦧ,pacayaba,4,Nyk Ngayogyan Jejeg,img_00106
img_00106_aug2.png,ꦥꦕꦪꦧ,pacayaba,4,Nyk Ngayogyan Jejeg,img_00106
img_00107_orig.png,ꦒꦝꦮꦤꦔ,gadhawananga,5,Nayaka New,img_00107
img_00107_aug1.png,ꦒꦝꦮꦤꦔ,gadhawananga,5,Nayaka New,img_00107
img_00107_aug2.png,ꦒꦝꦮꦤꦔ,gadhawananga,5,Nayaka New,img_00107
img_00108_orig.png,ꦠꦱꦪꦝ,tasayadha,4,Nawatura Beta,img_00108
img_00108_aug1.png,ꦠꦱꦪꦝ,tasayadha,4,Nawatura Beta,img_00108
img_00108_aug2.png,ꦠꦱꦪꦝ,tasayadha,4,Nawatura Beta,img_00108
img_00109_orig.png,ꦲꦮꦫꦢꦥꦗ,hawaradapaja,6,New Kramawirya,img_00109
img_00109_aug1.png,ꦲꦮꦫꦢꦥꦗ,hawaradapaja,6,New Kramawirya,img_00109
img_00109_aug2.png,ꦲꦮꦫꦢꦥꦗ,hawaradapaja,6,New Kramawirya,img_00109
img_00110_orig.png,ꦢꦩꦫ,damara,3,Nayaka New,img_00110
img_00110_aug1.png,ꦢꦩꦫ,damara,3,Nayaka New,img_00110
img_00110_aug2.png,ꦢꦩꦫ,damara,3,Nayaka New,img_00110
img_00111_orig.png,ꦒꦏꦫꦚꦕ,gakaranyaca,5,Nyk Ngayogyan New Italic,img_00111
img_00111_aug1.png,ꦒꦏꦫꦚꦕ,gakaranyaca,5,Nyk Ngayogyan New Italic,img_00111
img_00111_aug2.png,ꦒꦏꦫꦚꦕ,gakaranyaca,5,Nyk Ngayogyan New Italic,img_00111
img_00114_orig.png,ꦔꦒꦫꦏ,ngagaraka,4,Nawatura Beta,img_00114
img_00114_aug1.png,ꦔꦒꦫꦏ,ngagaraka,4,Nawatura Beta,img_00114
img_00114_aug2.png,ꦔꦒꦫꦏ,ngagaraka,4,Nawatura Beta,img_00114
img_00115_orig.png,ꦥꦝ,padha,2,Gumregah New FULL,img_00115
img_00115_aug1.png,ꦥꦝ,padha,2,Gumregah New FULL,img_00115
img_00115_aug2.png,ꦥꦝ,padha,2,Gumregah New FULL,img_00115
img_00117_orig.png,ꦝꦏꦩꦲꦝꦗ,dhakamahadhaja,6,AR Demak Beta,img_00117
img_00117_aug1.png,ꦝꦏꦩꦲꦝꦗ,dhakamahadhaja,6,AR Demak Beta,img_00117
img_00117_aug2.png,ꦝꦏꦩꦲꦝꦗ,dhakamahadhaja,6,AR Demak Beta,img_00117
img_00118_orig.png,ꦤꦫꦔ,naranga,3,Nawatura Beta,img_00118
img_00118_aug1.png,ꦤꦫꦔ,naranga,3,Nawatura Beta,img_00118
img_00118_aug2.png,ꦤꦫꦔ,naranga,3,Nawatura Beta,img_00118
img_00119_orig.png,ꦫꦥ,rapa,2,Noto Sans Javanese Regular,img_00119
img_00119_aug1.png,ꦫꦥ,rapa,2,Noto Sans Javanese Regular,img_00119
img_00119_aug2.png,ꦫꦥ,rapa,2,Noto Sans Javanese Regular,img_00119
img_00120_orig.png,ꦭꦔ,langa,2,Noto Sans Javanese Regular,img_00120
img_00120_aug1.png,ꦭꦔ,langa,2,Noto Sans Javanese Regular,img_00120
img_00120_aug2.png,ꦭꦔ,langa,2,Noto Sans Javanese Regular,img_00120
img_00124_orig.png,ꦥꦥ,papa,2,Nayaka New,img_00124
img_00124_aug1.png,ꦥꦥ,papa,2,Nayaka New,img_00124
img_00124_aug2.png,ꦥꦥ,papa,2,Nayaka New,img_00124
img_00128_orig.png,ꦪꦠꦝ,yatadha,3,Nyk Ngayogyan Jejeg,img_00128
img_00128_aug1.png,ꦪꦠꦝ,yatadha,3,Nyk Ngayogyan Jejeg,img_00128
img_00128_aug2.png,ꦪꦠꦝ,yatadha,3,Nyk Ngayogyan Jejeg,img_00128
img_00130_orig.png,ꦚꦝꦗꦏꦔꦛ,nyadhajakangatha,6,Jamawi,img_00130
img_00130_aug1.png,ꦚꦝꦗꦏꦔꦛ,nyadhajakangatha,6,Jamawi,img_00130
img_00130_aug2.png,ꦚꦝꦗꦏꦔꦛ,nyadhajakangatha,6,Jamawi,img_00130
img_00132_orig.png,ꦧꦱꦚꦕꦠ,basanyacata,5,AR Demak Beta,img_00132
img_00132_aug1.png,ꦧꦱꦚꦕꦠ,basanyacata,5,AR Demak Beta,img_00132
img_00132_aug2.png,ꦧꦱꦚꦕꦠ,basanyacata,5,AR Demak Beta,img_00132
img_00134_orig.png,ꦏꦩꦔꦝ,kamangadha,4,Tuladha Jejeg,img_00134
img_00134_aug1.png,ꦏꦩꦔꦝ,kamangadha,4,Tuladha Jejeg,img_00134
img_00134_aug2.png,ꦏꦩꦔꦝ,kamangadha,4,Tuladha Jejeg,img_00134
img_00135_orig.png,ꦛꦩꦛꦚꦪꦝ,thamathanyayadha,6,Nayaka New,img_00135
img_00135_aug1.png,ꦛꦩꦛꦚꦪꦝ,thamathanyayadha,6,Nayaka New,img_00135
img_00135_aug2.png,ꦛꦩꦛꦚꦪꦝ,thamathanyayadha,6,Nayaka New,img_00135
img_00137_orig.png,ꦏꦫꦭꦔꦧ,karalangaba,5,Sehulbari,img_00137
img_00137_aug1.png,ꦏꦫꦭꦔꦧ,karalangaba,5,Sehulbari,img_00137
img_00137_aug2.png,ꦏꦫꦭꦔꦧ,karalangaba,5,Sehulbari,img_00137
img_00138_orig.png,ꦒꦛꦒꦮꦕꦫ,gathagawacara,6,AR Demak Beta,img_00138
img_00138_aug1.png,ꦒꦛꦒꦮꦕꦫ,gathagawacara,6,AR Demak Beta,img_00138
img_00138_aug2.png,ꦒꦛꦒꦮꦕꦫ,gathagawacara,6,AR Demak Beta,img_00138
img_00140_orig.png,ꦭꦛꦔ,lathanga,3,Jamawi,img_00140
img_00140_aug1.png,ꦭꦛꦔ,lathanga,3,Jamawi,img_00140
img_00140_aug2.png,ꦭꦛꦔ,lathanga,3,Jamawi,img_00140
img_00141_orig.png,ꦲꦛꦥꦚꦮꦪ,hathapanyawaya,6,Gumregah New FULL,img_00141
img_00141_aug1.png,ꦲꦛꦥꦚꦮꦪ,hathapanyawaya,6,Gumregah New FULL,img_00141
img_00141_aug2.png,ꦲꦛꦥꦚꦮꦪ,hathapanyawaya,6,Gumregah New FULL,img_00141
img_00142_orig.png,ꦗꦮꦗ,jawaja,3,AB Bakul,img_00142
img_00142_aug1.png,ꦗꦮꦗ,jawaja,3,AB Bakul,img_00142
img_00142_aug2.png,ꦗꦮꦗ,jawaja,3,AB Bakul,img_00142
img_00143_orig.png,ꦱꦲꦮꦝꦩꦪ,sahawadhamaya,6,Noto Sans Javanese Regular,img_00143
img_00143_aug1.png,ꦱꦲꦮꦝꦩꦪ,sahawadhamaya,6,Noto Sans Javanese Regular,img_00143
img_00143_aug2.png,ꦱꦲꦮꦝꦩꦪ,sahawadhamaya,6,Noto Sans Javanese Regular,img_00143
img_00144_orig.png,ꦪꦕꦱꦭꦲ,yacasalaha,5,Djoharuddin,img_00144
img_00144_aug1.png,ꦪꦕꦱꦭꦲ,yacasalaha,5,Djoharuddin,img_00144
img_00144_aug2.png,ꦪꦕꦱꦭꦲ,yacasalaha,5,Djoharuddin,img_00144
img_00145_orig.png,ꦪꦗꦔꦚꦥꦛ,yajanganyapatha,6,Dhuwung,img_00145
img_00145_aug1.png,ꦪꦗꦔꦚꦥꦛ,yajanganyapatha,6,Dhuwung,img_00145
img_00145_aug2.png,ꦪꦗꦔꦚꦥꦛ,yajanganyapatha,6,Dhuwung,img_00145
img_00147_orig.png,ꦢꦲꦔ,dahanga,3,Damarwulan,img_00147
img_00147_aug1.png,ꦢꦲꦔ,dahanga,3,Damarwulan,img_00147
img_00147_aug2.png,ꦢꦲꦔ,dahanga,3,Damarwulan,img_00147
img_00148_orig.png,ꦧꦚꦏꦱ,banyakasa,4,Nyk Ngayogyan New Italic,img_00148
img_00148_aug1.png,ꦧꦚꦏꦱ,banyakasa,4,Nyk Ngayogyan New Italic,img_00148
img_00148_aug2.png,ꦧꦚꦏꦱ,banyakasa,4,Nyk Ngayogyan New Italic,img_00148
img_00149_orig.png,ꦛꦕꦕꦚꦭ,thacacanyala,5,Sehulbari,img_00149
img_00149_aug1.png,ꦛꦕꦕꦚꦭ,thacacanyala,5,Sehulbari,img_00149
img_00149_aug2.png,ꦛꦕꦕꦚꦭ,thacacanyala,5,Sehulbari,img_00149
img_00150_orig.png,ꦕꦒꦏꦛꦝꦪ,cagakathadhaya,6,Nawatura Beta,img_00150
img_00150_aug1.png,ꦕꦒꦏꦛꦝꦪ,cagakathadhaya,6,Nawatura Beta,img_00150
img_00150_aug2.png,ꦕꦒꦏꦛꦝꦪ,cagakathadhaya,6,Nawatura Beta,img_00150
img_00152_orig.png,ꦭꦱꦝꦒ,lasadhaga,4,AB Bakul,img_00152
img_00152_aug1.png,ꦭꦱꦝꦒ,lasadhaga,4,AB Bakul,img_00152
img_00152_aug2.png,ꦭꦱꦝꦒ,lasadhaga,4,AB Bakul,img_00152
img_00154_orig.png,ꦝꦠꦕꦒꦚꦒ,dhatacaganyaga,6,New Kramawirya,img_00154
img_00154_aug1.png,ꦝꦠꦕꦒꦚꦒ,dhatacaganyaga,6,New Kramawirya,img_00154
img_00154_aug2.png,ꦝꦠꦕꦒꦚꦒ,dhatacaganyaga,6,New Kramawirya,img_00154
img_00156_orig.png,ꦪꦠꦔ,yatanga,3,AB Wulang,img_00156
img_00156_aug1.png,ꦪꦠꦔ,yatanga,3,AB Wulang,img_00156
img_00156_aug2.png,ꦪꦠꦔ,yatanga,3,AB Wulang,img_00156
img_00157_orig.png,ꦒꦧꦢꦮ,gabadawa,4,Jamawi,img_00157
img_00157_aug1.png,ꦒꦧꦢꦮ,gabadawa,4,Jamawi,img_00157
img_00157_aug2.png,ꦒꦧꦢꦮ,gabadawa,4,Jamawi,img_00157
img_00158_orig.png,ꦥꦮꦮꦚ,pawawanya,4,Nyk Ngayogyan New Italic,img_00158
img_00158_aug1.png,ꦥꦮꦮꦚ,pawawanya,4,Nyk Ngayogyan New Italic,img_00158
img_00158_aug2.png,ꦥꦮꦮꦚ,pawawanya,4,Nyk Ngayogyan New Italic,img_00158
img_00159_orig.png,ꦥꦫꦩꦝ,paramadha,4,Tuladha Jejeg,img_00159
img_00159_aug1.png,ꦥꦫꦩꦝ,paramadha,4,Tuladha Jejeg,img_00159
img_00159_aug2.png,ꦥꦫꦩꦝ,paramadha,4,Tuladha Jejeg,img_00159
img_00160_orig.png,ꦚꦧꦲꦲ,nyabahaha,4,Tuladha Jejeg,img_00160
img_00160_aug1.png,ꦚꦧꦲꦲ,nyabahaha,4,Tuladha Jejeg,img_00160
img_00160_aug2.png,ꦚꦧꦲꦲ,nyabahaha,4,Tuladha Jejeg,img_00160
img_00161_orig.png,ꦤꦤ,nana,2,Tuladha Jejeg,img_00161
img_00161_aug1.png,ꦤꦤ,nana,2,Tuladha Jejeg,img_00161
img_00161_aug2.png,ꦤꦤ,nana,2,Tuladha Jejeg,img_00161
img_00162_orig.png,ꦧꦏꦧꦲꦩ,bakabahama,5,Nyk Ngayogyan Jejeg,img_00162
img_00162_aug1.png,ꦧꦏꦧꦲꦩ,bakabahama,5,Nyk Ngayogyan Jejeg,img_00162
img_00162_aug2.png,ꦧꦏꦧꦲꦩ,bakabahama,5,Nyk Ngayogyan Jejeg,img_00162
img_00163_orig.png,ꦱꦩꦢꦚꦤ,samadanyana,5,AB Bakul,img_00163
img_00163_aug1.png,ꦱꦩꦢꦚꦤ,samadanyana,5,AB Bakul,img_00163
img_00163_aug2.png,ꦱꦩꦢꦚꦤ,samadanyana,5,AB Bakul,img_00163
img_00165_orig.png,ꦕꦛꦗꦥ,cathajapa,4,Nayaka New,img_00165
img_00165_aug1.png,ꦕꦛꦗꦥ,cathajapa,4,Nayaka New,img_00165
img_00165_aug2.png,ꦕꦛꦗꦥ,cathajapa,4,Nayaka New,img_00165
img_00166_orig.png,ꦤꦏꦮ,nakawa,3,Nyk Ngayogyan New Italic,img_00166
img_00166_aug1.png,ꦤꦏꦮ,nakawa,3,Nyk Ngayogyan New Italic,img_00166
img_00166_aug2.png,ꦤꦏꦮ,nakawa,3,Nyk Ngayogyan New Italic,img_00166
img_00167_orig.png,ꦕꦮꦔ,cawanga,3,CARAKAN JAWA,img_00167
img_00167_aug1.png,ꦕꦮꦔ,cawanga,3,CARAKAN JAWA,img_00167
img_00167_aug2.png,ꦕꦮꦔ,cawanga,3,CARAKAN JAWA,img_00167
img_00168_orig.png,ꦏꦪꦚ,kayanya,3,Damarwulan,img_00168
img_00168_aug1.png,ꦏꦪꦚ,kayanya,3,Damarwulan,img_00168
img_00168_aug2.png,ꦏꦪꦚ,kayanya,3,Damarwulan,img_00168
img_00169_orig.png,ꦫꦢꦏꦝꦔꦛ,radakadhangatha,6,Jamawi,img_00169
img_00169_aug1.png,ꦫꦢꦏꦝꦔꦛ,radakadhangatha,6,Jamawi,img_00169
img_00169_aug2.png,ꦫꦢꦏꦝꦔꦛ,radakadhangatha,6,Jamawi,img_00169
img_00171_orig.png,ꦭꦏꦥꦚꦢ,lakapanyada,5,Damarwulan,img_00171
img_00171_aug1.png,ꦭꦏꦥꦚꦢ,lakapanyada,5,Damarwulan,img_00171
img_00171_aug2.png,ꦭꦏꦥꦚꦢ,lakapanyada,5,Damarwulan,img_00171
img_00172_orig.png,ꦝꦕ,dhaca,2,AB Bakul,img_00172
img_00172_aug1.png,ꦝꦕ,dhaca,2,AB Bakul,img_00172
img_00172_aug2.png,ꦝꦕ,dhaca,2,AB Bakul,img_00172
img_00173_orig.png,ꦫꦠꦤꦭꦩꦔ,ratanalamanga,6,Noto Sans Javanese Regular,img_00173
img_00173_aug1.png,ꦫꦠꦤꦭꦩꦔ,ratanalamanga,6,Noto Sans Javanese Regular,img_00173
img_00173_aug2.png,ꦫꦠꦤꦭꦩꦔ,ratanalamanga,6,Noto Sans Javanese Regular,img_00173
img_00175_orig.png,ꦢꦢꦢꦚ,dadadanya,4,Djoharuddin,img_00175
img_00175_aug1.png,ꦢꦢꦢꦚ,dadadanya,4,Djoharuddin,img_00175
img_00175_aug2.png,ꦢꦢꦢꦚ,dadadanya,4,Djoharuddin,img_00175
img_00176_orig.png,ꦪꦧꦔꦔꦥ,yabangangapa,5,Jamawi,img_00176
img_00176_aug1.png,ꦪꦧꦔꦔꦥ,yabangangapa,5,Jamawi,img_00176
img_00176_aug2.png,ꦪꦧꦔꦔꦥ,yabangangapa,5,Jamawi,img_00176
img_00177_orig.png,ꦏꦧ,kaba,2,Nyk Ngayogyan New Italic,img_00177
img_00177_aug1.png,ꦏꦧ,kaba,2,Nyk Ngayogyan New Italic,img_00177
img_00177_aug2.png,ꦏꦧ,kaba,2,Nyk Ngayogyan New Italic,img_00177
img_00179_orig.png,ꦝꦗ,dhaja,2,New Kramawirya,img_00179
img_00179_aug1.png,ꦝꦗ,dhaja,2,New Kramawirya,img_00179
img_00179_aug2.png,ꦝꦗ,dhaja,2,New Kramawirya,img_00179
img_00181_orig.png,ꦗꦩꦛ,jamatha,3,AB Bakul,img_00181
img_00181_aug1.png,ꦗꦩꦛ,jamatha,3,AB Bakul,img_00181
img_00181_aug2.png,ꦗꦩꦛ,jamatha,3,AB Bakul,img_00181
img_00182_orig.png,ꦤꦫꦭ,narala,3,AR Demak Beta,img_00182
img_00182_aug1.png,ꦤꦫꦭ,narala,3,AR Demak Beta,img_00182
img_00182_aug2.png,ꦤꦫꦭ,narala,3,AR Demak Beta,img_00182
img_00183_orig.png,ꦮꦛꦱ,wathasa,3,AR Demak Beta,img_00183
img_00183_aug1.png,ꦮꦛꦱ,wathasa,3,AR Demak Beta,img_00183
img_00183_aug2.png,ꦮꦛꦱ,wathasa,3,AR Demak Beta,img_00183
img_00184_orig.png,ꦚꦪꦩꦛ,nyayamatha,4,New Kramawirya,img_00184
img_00184_aug1.png,ꦚꦪꦩꦛ,nyayamatha,4,New Kramawirya,img_00184
img_00184_aug2.png,ꦚꦪꦩꦛ,nyayamatha,4,New Kramawirya,img_00184
img_00185_orig.png,ꦧꦢꦩꦕ,badamaca,4,Dhuwung,img_00185
img_00185_aug1.png,ꦧꦢꦩꦕ,badamaca,4,Dhuwung,img_00185
img_00185_aug2.png,ꦧꦢꦩꦕ,badamaca,4,Dhuwung,img_00185
img_00188_orig.png,ꦱꦪꦧ,sayaba,3,Nyk Ngayogyan New Italic,img_00188
img_00188_aug1.png,ꦱꦪꦧ,sayaba,3,Nyk Ngayogyan New Italic,img_00188
img_00188_aug2.png,ꦱꦪꦧ,sayaba,3,Nyk Ngayogyan New Italic,img_00188
img_00189_orig.png,ꦪꦤꦕ,yanaca,3,Nyk Ngayogyan Jejeg,img_00189
