image,transcription,transliteration,length,font_used
img_00130.png,ꦚꦝꦗꦏꦔꦛ,nyadhajakangatha,6,Jamawi
img_00131.png,ꦲꦱꦝ,hasadha,3,Gumregah New FULL
img_00132.png,ꦧꦱꦚꦕꦠ,basanyacata,5,AR Demak Beta
img_00133.png,ꦠꦫꦧꦩ,tarabama,4,Nayaka New
img_00134.png,ꦏꦩꦔꦝ,kamangadha,4,Tuladha Jejeg
img_00135.png,ꦛꦩꦛꦚꦪꦝ,thamathanyayadha,6,Nayaka New
img_00136.png,ꦛꦠꦔꦧ,thatangaba,4,Nyk Ngayogyan New Italic
img_00137.png,ꦏꦫꦭꦔꦧ,karalangaba,5,Sehulbari
img_00138.png,ꦒꦛꦒꦮꦕꦫ,gathagawacara,6,AR Demak Beta
img_00139.png,ꦤꦩꦏ,namaka,3,AB Bakul
img_00140.png,ꦭꦛꦔ,lathanga,3,Jamawi
img_00141.png,ꦲꦛꦥꦚꦮꦪ,hathapanyawaya,6,Gumregah New FULL
img_00142.png,ꦗꦮꦗ,jawaja,3,AB Bakul
img_00143.png,ꦱꦲꦮꦝꦩꦪ,sahawadhamaya,6,Noto Sans Javanese Regular
img_00144.png,ꦪꦕꦱꦭꦲ,yacasalaha,5,Djoharuddin
img_00145.png,ꦪꦗꦔꦚꦥꦛ,yajanganyapatha,6,Dhuwung
img_00146.png,ꦭꦢꦱ,ladasa,3,Dhuwung
img_00147.png,ꦢꦲꦔ,dahanga,3,Damarwulan
img_00148.png,ꦧꦚꦏꦱ,banyakasa,4,Nyk Ngayogyan New Italic
img_00149.png,ꦛꦕꦕꦚꦭ,thacacanyala,5,Sehulbari
img_00150.png,ꦕꦒꦏꦛꦝꦪ,cagakathadhaya,6,Nawatura Beta
img_00151.png,ꦢꦫꦠꦩꦚꦱ,daratamanyasa,6,New Kramawirya
img_00152.png,ꦭꦱꦝꦒ,lasadhaga,4,AB Bakul
img_00153.png,ꦱꦧꦱꦮꦱꦱ,sabasawasasa,6,Sehulbari
img_00154.png,ꦝꦠꦕꦒꦚꦒ,dhatacaganyaga,6,New Kramawirya
img_00155.png,ꦲꦲꦪ,hahaya,3,Nayaka New
img_00156.png,ꦪꦠꦔ,yatanga,3,AB Wulang
img_00157.png,ꦒꦧꦢꦮ,gabadawa,4,Jamawi
img_00158.png,ꦥꦮꦮꦚ,pawawanya,4,Nyk Ngayogyan New Italic
img_00159.png,ꦥꦫꦩꦝ,paramadha,4,Tuladha Jejeg
img_00160.png,ꦚꦧꦲꦲ,nyabahaha,4,Tuladha Jejeg
img_00161.png,ꦤꦤ,nana,2,Tuladha Jejeg
img_00162.png,ꦧꦏꦧꦲꦩ,bakabahama,5,Nyk Ngayogyan Jejeg
img_00163.png,ꦱꦩꦢꦚꦤ,samadanyana,5,AB Bakul
img_00164.png,ꦮꦗꦮꦠꦝꦩ,wajawatadhama,6,Damarwulan
img_00165.png,ꦕꦛꦗꦥ,cathajapa,4,Nayaka New
img_00166.png,ꦤꦏꦮ,nakawa,3,Nyk Ngayogyan New Italic
img_00167.png,ꦕꦮꦔ,cawanga,3,CARAKAN JAWA
img_00168.png,ꦏꦪꦚ,kayanya,3,Damarwulan
img_00169.png,ꦫꦢꦏꦝꦔꦛ,radakadhangatha,6,Jamawi
img_00170.png,ꦭꦒꦪ,lagaya,3,CARAKAN JAWA
img_00171.png,ꦭꦏꦥꦚꦢ,lakapanyada,5,Damarwulan
img_00172.png,ꦝꦕ,dhaca,2,AB Bakul
img_00173.png,ꦫꦠꦤꦭꦩꦔ,ratanalamanga,6,Noto Sans Javanese Regular
img_00174.png,ꦚꦚꦫꦲꦢ,nyanyarahada,5,CARAKAN JAWA
img_00175.png,ꦢꦢꦢꦚ,dadadanya,4,Djoharuddin
img_00176.png,ꦪꦧꦔꦔꦥ,yabangangapa,5,Jamawi
img_00177.png,ꦏꦧ,kaba,2,Nyk Ngayogyan New Italic
img_00178.png,ꦕꦭꦱ,calasa,3,Dhuwung
img_00179.png,ꦝꦗ,dhaja,2,New Kramawirya
img_00180.png,ꦪꦲꦮꦲꦩꦧ,yahawahamaba,6,AB Bakul
img_00181.png,ꦗꦩꦛ,jamatha,3,AB Bakul
img_00182.png,ꦤꦫꦭ,narala,3,AR Demak Beta
img_00183.png,ꦮꦛꦱ,wathasa,3,AR Demak Beta
img_00184.png,ꦚꦪꦩꦛ,nyayamatha,4,New Kramawirya
img_00185.png,ꦧꦢꦩꦕ,badamaca,4,Dhuwung
img_00186.png,ꦗꦚꦝꦱ,janyadhasa,4,Noto Sans Javanese Regular
img_00187.png,ꦢꦱꦚꦧ,dasanyaba,4,Gumregah New FULL
img_00188.png,ꦱꦪꦧ,sayaba,3,Nyk Ngayogyan New Italic
img_00189.png,ꦪꦤꦕ,yanaca,3,Nyk Ngayogyan Jejeg
img_00190.png,ꦥꦢꦏꦩꦱꦱ,padakamasasa,6,Gumregah New FULL
img_00191.png,ꦚꦭꦢ,nyalada,3,Nawatura Beta
img_00192.png,ꦪꦭꦪꦢꦝꦗ,yalayadadhaja,6,CARAKAN JAWA
img_00193.png,ꦛꦮꦲꦧ,thawahaba,4,Sehulbari
img_00194.png,ꦛꦗꦔꦤꦗꦛ,thajanganajatha,6,Nawatura Beta
img_00195.png,ꦝꦲ,dhaha,2,Nayaka New
img_00196.png,ꦫꦱ,rasa,2,Sehulbari
img_00197.png,ꦩꦕꦲꦗ,macahaja,4,CARAKAN JAWA
img_00198.png,ꦠꦮꦤꦝ,tawanadha,4,New Kramawirya
img_00199.png,ꦕꦏꦢꦏꦧ,cakadakaba,5,CARAKAN JAWA
img_00200.png,ꦢꦒꦝꦕꦚꦗ,dagadhacanyaja,6,Noto Sans Javanese Regular
img_00201.png,ꦒꦔ,ganga,2,Noto Sans Javanese Regular
img_00202.png,ꦫꦭꦒꦚꦔꦱ,ralaganyangasa,6,Damarwulan
img_00203.png,ꦛꦩꦒꦠꦱ,thamagatasa,5,Djoharuddin
img_00204.png,ꦪꦮꦔꦒꦤ,yawangagana,5,New Kramawirya
img_00205.png,ꦩꦛꦫꦩ,matharama,4,Nyk Ngayogyan New Italic
img_00206.png,ꦲꦏꦱꦪꦢ,hakasayada,5,Nayaka New
img_00207.png,ꦠꦧꦱꦧꦒꦮ,tabasabagawa,6,CARAKAN JAWA
img_00208.png,ꦧꦭꦒꦧ,balagaba,4,Noto Sans Javanese Regular
img_00209.png,ꦠꦝ,tadha,2,Nyk Ngayogyan Jejeg
img_00210.png,ꦭꦝꦝꦲꦤꦮ,ladhadhahanawa,6,Djoharuddin
img_00211.png,ꦧꦚꦱ,banyasa,3,Nyk Ngayogyan New Italic
img_00212.png,ꦗꦪꦲ,jayaha,3,Nyk Ngayogyan New Italic
img_00213.png,ꦠꦔꦫꦕꦛ,tangaracatha,5,Tuladha Jejeg
img_00214.png,ꦗꦥꦭꦚꦢꦭ,japalanyadala,6,AB Wulang
img_00215.png,ꦮꦠꦮꦔꦠ,watawangata,5,CARAKAN JAWA
img_00216.png,ꦥꦥꦕꦠꦱ,papacatasa,5,Jamawi
img_00217.png,ꦠꦒꦱꦲꦮ,tagasahawa,5,New Kramawirya
img_00218.png,ꦥꦱꦩꦩꦩꦧ,pasamamamaba,6,Nyk Ngayogyan New Italic
img_00219.png,ꦏꦚꦝꦢ,kanyadhada,4,AB Bakul
img_00220.png,ꦥꦪ,paya,2,AB Bakul
img_00221.png,ꦠꦮꦗꦕꦠ,tawajacata,5,Dhuwung
img_00222.png,ꦫꦔꦢꦕꦗ,rangadacaja,5,New Kramawirya
img_00223.png,ꦥꦫ,para,2,Jamawi
img_00224.png,ꦛꦔ,thanga,2,Dhuwung
img_00225.png,ꦪꦗꦕꦔ,yajacanga,4,Nawatura Beta
img_00226.png,ꦩꦕ,maca,2,Noto Sans Javanese Regular
img_00227.png,ꦫꦏꦮꦪꦝꦤ,rakawayadhana,6,Jamawi
img_00228.png,ꦛꦠꦚꦒꦝꦒ,thatanyagadhaga,6,Nyk Ngayogyan Jejeg
img_00229.png,ꦕꦠꦤꦭ,catanala,4,AB Wulang
img_00230.png,ꦩꦚꦫ,manyara,3,AR Demak Beta
img_00231.png,ꦢꦪꦛꦏꦤꦗ,dayathakanaja,6,AB Bakul
img_00232.png,ꦧꦗꦚꦠ,bajanyata,4,Nayaka New
img_00233.png,ꦮꦩꦗꦝꦔ,wamajadhanga,5,AR Demak Beta
img_00234.png,ꦤꦏ,naka,2,Nawatura Beta
img_00235.png,ꦮꦗꦮꦔ,wajawanga,4,Dhuwung
img_00236.png,ꦛꦥꦤꦮꦭꦕ,thapanawalaca,6,Nawatura Beta
img_00237.png,ꦥꦲꦚꦛꦪꦧ,pahanyathayaba,6,AB Wulang
img_00238.png,ꦏꦝꦝꦕꦢꦕ,kadhadhacadaca,6,Dhuwung
img_00239.png,ꦚꦛꦝ,nyathadha,3,Nawatura Beta
img_00240.png,ꦕꦕꦭꦲꦗꦮ,cacalahajawa,6,Nawatura Beta
img_00241.png,ꦕꦏ,caka,2,Gumregah New FULL
img_00242.png,ꦮꦥ,wapa,2,Nyk Ngayogyan Jejeg
img_00243.png,ꦤꦛꦪ,nathaya,3,Djoharuddin
img_00244.png,ꦏꦝꦕꦠꦠꦝ,kadhacatatadha,6,AB Bakul
img_00245.png,ꦒꦢꦩ,gadama,3,Nyk Ngayogyan Jejeg
img_00246.png,ꦢꦮ,dawa,2,Gumregah New FULL
img_00247.png,ꦏꦱꦠ,kasata,3,Djoharuddin
img_00248.png,ꦒꦔ,ganga,2,Nyk Ngayogyan Jejeg
img_00249.png,ꦕꦫꦛꦪ,carathaya,4,Nyk Ngayogyan Jejeg
img_00250.png,ꦒꦕꦫꦩꦮꦕ,gacaramawaca,6,Noto Sans Javanese Regular
img_00251.png,ꦚꦏꦱꦝꦧ,nyakasadhaba,5,CARAKAN JAWA
img_00252.png,ꦗꦩ,jama,2,Jamawi
img_00253.png,ꦭꦭꦏꦪ,lalakaya,4,AR Demak Beta
img_00254.png,ꦗꦮ,jawa,2,Djoharuddin
img_00255.png,ꦮꦤꦛꦩ,wanathama,4,Noto Sans Javanese Regular
img_00256.png,ꦏꦱꦥꦔꦮꦧ,kasapangawaba,6,Gumregah New FULL
img_00257.png,ꦧꦛ,batha,2,Jamawi
img_00258.png,ꦧꦱꦥ,basapa,3,Nyk Ngayogyan Jejeg
img_00259.png,ꦫꦧꦝꦢꦪ,rabadhadaya,5,AR Demak Beta
img_00260.png,ꦠꦱꦏꦚꦚꦧ,tasakanyanyaba,6,Nyk Ngayogyan New Italic
img_00261.png,ꦗꦔ,janga,2,AB Bakul
img_00262.png,ꦫꦪꦛꦒꦮꦪ,rayathagawaya,6,Djoharuddin
img_00263.png,ꦕꦏ,caka,2,Jamawi
img_00264.png,ꦪꦗꦔꦭ,yajangala,4,New Kramawirya
img_00265.png,ꦛꦛꦒꦚꦕꦝ,thathaganyacadha,6,Sehulbari
img_00266.png,ꦮꦒꦮꦫꦤ,wagawarana,5,Noto Sans Javanese Regular
img_00267.png,ꦲꦠꦩ,hatama,3,Noto Sans Javanese Regular
img_00268.png,ꦥꦒꦔꦠꦲ,pagangataha,5,Nyk Ngayogyan New Italic
img_00269.png,ꦒꦔꦫꦔꦒ,gangarangaga,5,Noto Sans Javanese Regular
img_00270.png,ꦩꦏꦠꦲ,makataha,4,Gumregah New FULL
img_00271.png,ꦔꦥꦝꦠꦪ,ngapadhataya,5,New Kramawirya
img_00272.png,ꦲꦏꦧꦚꦮꦚ,hakabanyawanya,6,AB Wulang
img_00273.png,ꦗꦩꦢꦏꦱ,jamadakasa,5,CARAKAN JAWA
img_00274.png,ꦏꦠꦗꦩꦱ,katajamasa,5,AB Bakul
img_00275.png,ꦩꦠꦤ,matana,3,AB Wulang
img_00276.png,ꦲꦠ,hata,2,Djoharuddin
img_00277.png,ꦤꦔ,nanga,2,Gumregah New FULL
img_00278.png,ꦒꦤꦤꦕꦲ,gananacaha,5,AR Demak Beta
img_00279.png,ꦪꦧꦱꦫ,yabasara,4,CARAKAN JAWA
img_00280.png,ꦤꦝ,nadha,2,Djoharuddin
img_00281.png,ꦫꦚꦱꦛꦫ,ranyasathara,5,Damarwulan
img_00282.png,ꦢꦢꦩꦗꦮ,dadamajawa,5,Damarwulan
img_00283.png,ꦏꦗ,kaja,2,Tuladha Jejeg
img_00284.png,ꦧꦒꦮꦏ,bagawaka,4,CARAKAN JAWA
img_00285.png,ꦛꦲꦗꦔꦔ,thahajanganga,5,Nawatura Beta
img_00286.png,ꦗꦛꦤꦢꦏ,jathanadaka,5,Gumregah New FULL
img_00287.png,ꦭꦮꦮ,lawawa,3,Jamawi
img_00288.png,ꦥꦧꦏ,pabaka,3,AB Bakul
img_00289.png,ꦥꦭꦩꦒꦪ,palamagaya,5,Gumregah New FULL
img_00290.png,ꦪꦗꦥ,yajapa,3,Nyk Ngayogyan Jejeg
img_00291.png,ꦥꦢꦩꦩ,padamama,4,Dhuwung
img_00292.png,ꦠꦗꦏꦔ,tajakanga,4,Sehulbari
img_00293.png,ꦠꦛꦪ,tathaya,3,Noto Sans Javanese Regular
img_00294.png,ꦝꦠꦪꦩ,dhatayama,4,AB Bakul
img_00295.png,ꦚꦕꦪꦒꦔ,nyacayaganga,5,Nyk Ngayogyan Jejeg
img_00296.png,ꦥꦏ,paka,2,Noto Sans Javanese Regular
img_00297.png,ꦫꦛꦝꦠꦤꦏ,rathadhatanaka,6,Djoharuddin
img_00298.png,ꦢꦏ,daka,2,Sehulbari
img_00299.png,ꦩꦪꦫꦔꦤꦝ,mayaranganadha,6,Nyk Ngayogyan Jejeg
img_00300.png,ꦤꦫꦠ,narata,3,Nawatura Beta
img_00301.png,ꦧꦢ,bada,2,Nyk Ngayogyan New Italic
img_00302.png,ꦕꦩ,cama,2,Nawatura Beta
img_00303.png,ꦔꦫꦲ,ngaraha,3,Tuladha Jejeg
img_00304.png,ꦢꦏꦲꦭꦢ,dakahalada,5,Sehulbari
img_00305.png,ꦲꦔ,hanga,2,Nyk Ngayogyan Jejeg
img_00306.png,ꦗꦪꦕꦩꦛꦩ,jayacamathama,6,New Kramawirya
img_00307.png,ꦕꦫꦗ,caraja,3,CARAKAN JAWA
img_00308.png,ꦏꦔꦱꦏ,kangasaka,4,AB Wulang
img_00309.png,ꦒꦢꦠꦫꦱ,gadatarasa,5,AR Demak Beta
img_00310.png,ꦥꦥꦥꦏ,papapaka,4,Sehulbari
img_00311.png,ꦫꦕꦮ,racawa,3,Damarwulan
img_00312.png,ꦗꦫ,jara,2,Djoharuddin
img_00313.png,ꦔꦝꦱꦔꦫꦧ,ngadhasangaraba,6,Djoharuddin
img_00314.png,ꦏꦲꦚꦫ,kahanyara,4,Nawatura Beta
img_00315.png,ꦕꦕꦥꦏꦧ,cacapakaba,5,Nyk Ngayogyan New Italic
img_00316.png,ꦚꦱꦩꦚ,nyasamanya,4,Gumregah New FULL
img_00317.png,ꦧꦒꦠꦢꦲ,bagatadaha,5,Nayaka New
img_00318.png,ꦤꦛꦔꦚ,nathanganya,4,Tuladha Jejeg
img_00319.png,ꦤꦪꦭꦩ,nayalama,4,AB Wulang
img_00320.png,ꦔꦗꦛꦪ,ngajathaya,4,Nayaka New
img_00321.png,ꦗꦥꦤ,japana,3,Nayaka New
img_00322.png,ꦭꦫꦝꦠꦚ,laradhatanya,5,Nayaka New
img_00323.png,ꦕꦱꦔꦱ,casangasa,4,AB Bakul
img_00324.png,ꦲꦥꦝ,hapadha,3,Noto Sans Javanese Regular
img_00325.png,ꦔꦧꦔꦢꦏꦚ,ngabangadakanya,6,Dhuwung
img_00326.png,ꦭꦏꦲꦒ,lakahaga,4,AB Wulang
img_00327.png,ꦠꦮꦥꦤꦗ,tawapanaja,5,Djoharuddin
img_00328.png,ꦒꦤꦚꦪꦛ,gananyayatha,5,Nawatura Beta
img_00329.png,ꦢꦩꦢꦱꦥ,damadasapa,5,Jamawi
img_00330.png,ꦤꦕꦏꦤ,nacakana,4,Nyk Ngayogyan New Italic
img_00331.png,ꦱꦫꦧꦚ,sarabanya,4,Gumregah New FULL
img_00332.png,ꦤꦫꦥ,narapa,3,Damarwulan
img_00333.png,ꦱꦥꦏꦏ,sapakaka,4,Noto Sans Javanese Regular
img_00334.png,ꦔꦥꦭꦱꦛ,ngapalasatha,5,Gumregah New FULL
img_00335.png,ꦒꦤꦝꦥꦲꦔ,ganadhapahanga,6,CARAKAN JAWA
img_00336.png,ꦮꦝꦧꦱ,wadhabasa,4,Tuladha Jejeg
img_00337.png,ꦲꦪꦠ,hayata,3,Nyk Ngayogyan Jejeg
img_00338.png,ꦒꦏꦠ,gakata,3,AR Demak Beta
img_00339.png,ꦧꦚꦥꦔꦏ,banyapangaka,5,Nyk Ngayogyan Jejeg
img_00340.png,ꦗꦱꦧꦭꦮꦏ,jasabalawaka,6,Tuladha Jejeg
img_00341.png,ꦮꦠꦮꦛ,watawatha,4,Damarwulan
img_00342.png,ꦢꦒꦒ,dagaga,3,Damarwulan
img_00343.png,ꦢꦏꦝꦥꦠ,dakadhapata,5,Dhuwung
img_00344.png,ꦤꦢ,nada,2,AB Wulang
img_00345.png,ꦢꦒꦥꦒꦢ,dagapagada,5,AB Wulang
img_00346.png,ꦥꦲꦫꦒ,paharaga,4,Tuladha Jejeg
img_00347.png,ꦱꦛ,satha,2,Jamawi
img_00348.png,ꦩꦠꦝꦭ,matadhala,4,Nyk Ngayogyan Jejeg
img_00349.png,ꦒꦕꦲꦕꦚ,gacahacanya,5,CARAKAN JAWA
img_00350.png,ꦫꦤ,rana,2,Tuladha Jejeg
img_00351.png,ꦱꦮꦛꦝꦥꦭ,sawathadhapala,6,Noto Sans Javanese Regular
img_00352.png,ꦥꦮꦛꦏ,pawathaka,4,CARAKAN JAWA
img_00353.png,ꦮꦝꦫꦪ,wadharaya,4,Tuladha Jejeg
img_00354.png,ꦭꦔꦭ,langala,3,Gumregah New FULL
img_00355.png,ꦢꦧ,daba,2,Dhuwung
img_00356.png,ꦲꦚꦲ,hanyaha,3,Nyk Ngayogyan Jejeg
img_00357.png,ꦚꦧ,nyaba,2,CARAKAN JAWA
img_00358.png,ꦥꦚꦮꦔ,panyawanga,4,CARAKAN JAWA
img_00359.png,ꦕꦝꦕꦲꦥꦩ,cadhacahapama,6,Djoharuddin
img_00360.png,ꦝꦩꦧ,dhamaba,3,Djoharuddin
img_00361.png,ꦒꦕꦱꦗꦏ,gacasajaka,5,AR Demak Beta
img_00362.png,ꦫꦫꦏꦝ,rarakadha,4,Nyk Ngayogyan New Italic
img_00363.png,ꦲꦮ,hawa,2,Nyk Ngayogyan New Italic
img_00364.png,ꦒꦠ,gata,2,AB Wulang
img_00365.png,ꦕꦛꦪ,cathaya,3,New Kramawirya
img_00366.png,ꦮꦭꦧꦛꦱꦝ,walabathasadha,6,Dhuwung
img_00367.png,ꦪꦢ,yada,2,Sehulbari
img_00368.png,ꦤꦧꦏꦠ,nabakata,4,Sehulbari
img_00369.png,ꦤꦧꦤꦱ,nabanasa,4,Dhuwung
img_00370.png,ꦗꦤꦕꦭꦢ,janacalada,5,Nawatura Beta
img_00371.png,ꦚꦗꦪꦱꦒ,nyajayasaga,5,Nawatura Beta
img_00372.png,ꦚꦢꦱꦛꦏꦠ,nyadasathakata,6,AB Wulang
img_00373.png,ꦚꦪꦛꦱ,nyayathasa,4,Damarwulan
img_00374.png,ꦒꦱꦥꦒꦗ,gasapagaja,5,Nyk Ngayogyan Jejeg
img_00375.png,ꦏꦝꦗꦱꦱ,kadhajasasa,5,New Kramawirya
img_00376.png,ꦏꦠꦩꦫꦚ,katamaranya,5,AB Wulang
img_00377.png,ꦢꦪ,daya,2,Nayaka New
img_00378.png,ꦠꦩ,tama,2,Tuladha Jejeg
img_00379.png,ꦩꦭ,mala,2,AB Bakul
img_00380.png,ꦠꦕꦩꦭ,tacamala,4,Sehulbari
img_00381.png,ꦗꦧꦪꦩꦠꦭ,jabayamatala,6,New Kramawirya
img_00382.png,ꦫꦚ,ranya,2,AB Wulang
img_00383.png,ꦥꦛꦠ,pathata,3,New Kramawirya
img_00384.png,ꦧꦗꦪꦒ,bajayaga,4,Nyk Ngayogyan Jejeg
img_00385.png,ꦪꦲꦚ,yahanya,3,Djoharuddin
img_00386.png,ꦠꦗꦒꦠꦢ,tajagatada,5,Nyk Ngayogyan New Italic
img_00387.png,ꦗꦢꦧ,jadaba,3,AB Bakul
img_00388.png,ꦤꦠꦫꦪꦠꦮ,natarayatawa,6,Nyk Ngayogyan Jejeg
img_00389.png,ꦪꦗꦠ,yajata,3,New Kramawirya
img_00390.png,ꦮꦤ,wana,2,Nayaka New
img_00391.png,ꦭꦒꦗꦏ,lagajaka,4,Dhuwung
img_00392.png,ꦥꦧꦒꦩꦪꦱ,pabagamayasa,6,AR Demak Beta
img_00393.png,ꦔꦏꦩ,ngakama,3,CARAKAN JAWA
img_00394.png,ꦛꦔꦔ,thanganga,3,Noto Sans Javanese Regular
