image,transcription,transliteration,length,font_used
s_img_00690.png,ꦏꦭꦱꦮꦭꦢ,kalasawalada,6,Damarwulan
s_img_00704.png,ꦫꦛꦏꦚ,rathakanya,4,Nawatura Beta
s_img_00866.png,ꦗꦗꦢ,jajada,3,Sehulbari
s_img_00079.png,ꦲꦏꦢ,hakada,3,Jamawi
s_img_00311.png,ꦱꦚꦫꦫꦛ,sanyararatha,5,Damarwulan
s_img_01029.png,ꦕꦢꦧꦝꦝ,cadabadhadha,5,AB Wulang
s_img_00922.png,ꦛꦤ,thana,2,Djoharuddin
s_img_00058.png,ꦪꦒꦪꦥꦥꦗ,yagayapapaja,6,CARAKAN JAWA
s_img_00638.png,ꦔꦫꦔ,ngaranga,3,Nyk Ngayogyan New Italic
s_img_01166.png,ꦩꦛꦏꦚ,mathakanya,4,Jamawi
s_img_00171.png,ꦚꦤꦛꦤꦢꦧ,nyanathanadaba,6,CARAKAN JAWA
s_img_00186.png,ꦫꦕꦢꦥ,racadapa,4,AR Demak Beta
s_img_00913.png,ꦔꦔꦱ,ngangasa,3,Jamawi
s_img_00214.png,ꦭꦕ,laca,2,Djoharuddin
s_img_01019.png,ꦧꦒꦱꦠꦠ,bagasatata,5,CARAKAN JAWA
s_img_00999.png,ꦲꦱꦥꦝ,hasapadha,4,Jamawi
s_img_00267.png,ꦫꦱꦧꦱꦱ,rasabasasa,5,AB Bakul
s_img_00897.png,ꦠꦗꦗꦗꦏ,tajajajaka,5,Nayaka New
s_img_00949.png,ꦔꦲꦒ,ngahaga,3,Nyk Ngayogyan New Italic
s_img_00300.png,ꦩꦧꦤ,mabana,3,Noto Sans Javanese Regular
s_img_00661.png,ꦚꦥꦫꦗ,nyaparaja,4,CARAKAN JAWA
s_img_00107.png,ꦭꦩ,lama,2,AB Wulang
s_img_00995.png,ꦔꦮꦤꦛꦢ,ngawanathada,5,Gumregah New FULL
s_img_00440.png,ꦛꦭꦗꦚꦢ,thalajanyada,5,Nayaka New
s_img_00679.png,ꦭꦔꦮꦚꦝꦛ,langawanyadhatha,6,Nyk Ngayogyan New Italic
s_img_00212.png,ꦢꦒ,daga,2,AB Wulang
s_img_00850.png,ꦱꦭꦗꦥꦥ,salajapapa,5,Djoharuddin
s_img_01143.png,ꦤꦫꦗꦥ,narajapa,4,AR Demak Beta
s_img_00042.png,ꦪꦥꦩꦤ,yapamana,4,Jamawi
s_img_00304.png,ꦝꦗ,dhaja,2,AB Bakul
s_img_00341.png,ꦚꦤꦢ,nyanada,3,New Kramawirya
s_img_00340.png,ꦛꦲꦛꦪꦪ,thahathayaya,5,Nyk Ngayogyan New Italic
s_img_00116.png,ꦢꦪ,daya,2,Nyk Ngayogyan Jejeg
s_img_00237.png,ꦪꦔꦧꦚꦒꦱ,yangabanyagasa,6,Dhuwung
s_img_00924.png,ꦥꦛ,patha,2,Sehulbari
s_img_00837.png,ꦪꦲꦠꦱ,yahatasa,4,Nayaka New
s_img_00113.png,ꦛꦲꦛꦢꦚ,thahathadanya,5,Gumregah New FULL
s_img_00192.png,ꦫꦥꦫꦝꦱ,raparadhasa,5,Damarwulan
s_img_01082.png,ꦱꦮꦱꦭ,sawasala,4,Tuladha Jejeg
s_img_01031.png,ꦩꦚꦪꦗꦢ,manyayajada,5,Nyk Ngayogyan Jejeg
s_img_00202.png,ꦪꦫꦕꦭ,yaracala,4,AB Bakul
s_img_00254.png,ꦪꦭ,yala,2,Damarwulan
s_img_00144.png,ꦏꦫꦝꦩꦕꦠ,karadhamacata,6,CARAKAN JAWA
s_img_00946.png,ꦢꦔꦤꦥ,danganapa,4,Dhuwung
s_img_00516.png,ꦝꦕꦥ,dhacapa,3,AB Wulang
s_img_00461.png,ꦩꦥꦢꦲꦏ,mapadahaka,5,New Kramawirya
s_img_00700.png,ꦢꦔꦚꦩꦝꦲ,danganyamadhaha,6,Nayaka New
s_img_00232.png,ꦝꦤꦱꦗ,dhanasaja,4,Sehulbari
s_img_00193.png,ꦲꦪꦢꦝꦚ,hayadadhanya,5,New Kramawirya
s_img_00965.png,ꦢꦛꦗꦠꦏ,dathajataka,5,Damarwulan
s_img_00257.png,ꦗꦥꦒꦢ,japagada,4,Jamawi
s_img_00556.png,ꦪꦥꦤ,yapana,3,Damarwulan
s_img_00217.png,ꦤꦛꦮꦚ,nathawanya,4,Gumregah New FULL
s_img_00930.png,ꦱꦭꦝ,saladha,3,Dhuwung
s_img_00140.png,ꦔꦫꦧꦛ,ngarabatha,4,Noto Sans Javanese Regular
s_img_00174.png,ꦕꦗ,caja,2,Damarwulan
s_img_00972.png,ꦏꦒꦗꦢꦥ,kagajadapa,5,Nayaka New
s_img_00446.png,ꦧꦕꦏꦔꦫꦪ,bacakangaraya,6,Dhuwung
s_img_00823.png,ꦢꦔꦕꦚꦢ,dangacanyada,5,New Kramawirya
s_img_00390.png,ꦠꦤꦱꦒꦗ,tanasagaja,5,Damarwulan
s_img_00541.png,ꦏꦪꦛꦒꦪ,kayathagaya,5,Dhuwung
s_img_00961.png,ꦤꦩꦝꦒꦝ,namadhagadha,5,Jamawi
s_img_00099.png,ꦏꦢꦏꦗꦝ,kadakajadha,5,Nawatura Beta
s_img_00958.png,ꦝꦕꦏ,dhacaka,3,AR Demak Beta
s_img_01091.png,ꦧꦩꦧ,bamaba,3,Damarwulan
s_img_00293.png,ꦕꦢꦩ,cadama,3,AB Bakul
s_img_01100.png,ꦛꦠ,thata,2,Nawatura Beta
s_img_00215.png,ꦥꦭꦤꦱꦗ,palanasaja,5,Noto Sans Javanese Regular
s_img_00996.png,ꦫꦱꦤꦩꦠ,rasanamata,5,AB Bakul
s_img_00640.png,ꦚꦕ,nyaca,2,CARAKAN JAWA
s_img_00885.png,ꦤꦠꦚ,natanya,3,Nyk Ngayogyan New Italic
s_img_00773.png,ꦱꦮꦪꦪ,sawayaya,4,Nyk Ngayogyan New Italic
s_img_00899.png,ꦢꦝꦢꦧꦝ,dadhadabadha,5,Nyk Ngayogyan Jejeg
s_img_00273.png,ꦕꦥꦔꦝ,capangadha,4,Tuladha Jejeg
s_img_01123.png,ꦒꦝꦧꦠꦤ,gadhabatana,5,Jamawi
s_img_00747.png,ꦭꦝꦝꦤꦫ,ladhadhanara,5,Nayaka New
s_img_00343.png,ꦛꦚꦪꦝꦚꦠ,thanyayadhanyata,6,New Kramawirya
s_img_00334.png,ꦠꦕꦩꦢꦭꦮ,tacamadalawa,6,Noto Sans Javanese Regular
s_img_00381.png,ꦕꦗꦫꦩꦧ,cajaramaba,5,Noto Sans Javanese Regular
s_img_00230.png,ꦏꦤꦫꦔꦲ,kanarangaha,5,AR Demak Beta
s_img_00937.png,ꦭꦫꦠꦫ,laratara,4,Gumregah New FULL
s_img_00496.png,ꦚꦱꦫꦕ,nyasaraca,4,Gumregah New FULL
s_img_00303.png,ꦪꦏꦚ,yakanya,3,Jamawi
s_img_00822.png,ꦮꦏꦕꦔꦒ,wakacangaga,5,Tuladha Jejeg
s_img_00605.png,ꦭꦛꦗꦗꦛꦪ,lathajajathaya,6,Nyk Ngayogyan New Italic
s_img_00315.png,ꦏꦭꦝ,kaladha,3,New Kramawirya
s_img_00235.png,ꦏꦔꦔꦮ,kangangawa,4,Nyk Ngayogyan New Italic
s_img_01069.png,ꦩꦢꦮꦏ,madawaka,4,AB Bakul
s_img_01015.png,ꦕꦥꦩꦝ,capamadha,4,Dhuwung
s_img_01148.png,ꦫꦧꦛꦥꦫꦭ,rabathaparala,6,Noto Sans Javanese Regular
s_img_00816.png,ꦩꦒ,maga,2,AB Wulang
s_img_00123.png,ꦠꦪ,taya,2,Sehulbari
s_img_00698.png,ꦫꦠꦥꦢ,ratapada,4,Gumregah New FULL
s_img_00980.png,ꦧꦠꦕꦠꦫꦠ,batacatarata,6,Gumregah New FULL
s_img_00309.png,ꦱꦪꦮꦝ,sayawadha,4,Dhuwung
s_img_00518.png,ꦧꦧꦪꦛꦕ,babayathaca,5,Sehulbari
s_img_00187.png,ꦲꦝꦝꦥ,hadhadhapa,4,Nyk Ngayogyan Jejeg
s_img_00063.png,ꦥꦚꦧꦏꦠ,panyabakata,5,Noto Sans Javanese Regular
s_img_00842.png,ꦮꦱꦫꦢꦚꦛ,wasaradanyatha,6,Sehulbari
s_img_00409.png,ꦲꦛ,hatha,2,CARAKAN JAWA
s_img_00595.png,ꦔꦏꦒꦱ,ngakagasa,4,New Kramawirya
s_img_00062.png,ꦱꦝꦱꦏ,sadhasaka,4,Noto Sans Javanese Regular
s_img_01000.png,ꦥꦛꦏꦫꦛ,pathakaratha,5,Dhuwung
s_img_00927.png,ꦧꦭꦕ,balaca,3,Nyk Ngayogyan New Italic
s_img_01142.png,ꦏꦢꦝꦭꦱ,kadadhalasa,5,Nyk Ngayogyan New Italic
s_img_00206.png,ꦧꦚꦕꦭ,banyacala,4,AB Wulang
s_img_00944.png,ꦒꦫꦚꦥꦒꦏ,garanyapagaka,6,Djoharuddin
s_img_00102.png,ꦒꦢꦥꦪꦢꦝ,gadapayadadha,6,Nawatura Beta
s_img_00959.png,ꦗꦱꦝꦕ,jasadhaca,4,Sehulbari
s_img_00220.png,ꦱꦒꦕꦢꦚꦭ,sagacadanyala,6,Nayaka New
s_img_01012.png,ꦠꦩꦫꦝꦝ,tamaradhadha,5,New Kramawirya
s_img_00991.png,ꦮꦔꦫꦚꦏꦕ,wangaranyakaca,6,AB Wulang
s_img_00650.png,ꦗꦝꦕꦤꦫꦥ,jadhacanarapa,6,Sehulbari
s_img_00659.png,ꦪꦫꦪꦝꦫꦛ,yarayadharatha,6,Gumregah New FULL
s_img_00329.png,ꦥꦤ,pana,2,Dhuwung
s_img_00754.png,ꦮꦧꦲꦮ,wabahawa,4,Nawatura Beta
s_img_00072.png,ꦭꦲꦗꦔꦭ,lahajangala,5,AB Wulang
s_img_00929.png,ꦪꦲꦚꦮꦩꦚ,yahanyawamanya,6,Tuladha Jejeg
s_img_01042.png,ꦚꦛꦱꦢ,nyathasada,4,Dhuwung
s_img_00104.png,ꦗꦚꦢꦥꦮꦠ,janyadapawata,6,Tuladha Jejeg
s_img_00546.png,ꦏꦕꦗꦪꦒ,kacajayaga,5,Damarwulan
s_img_00824.png,ꦔꦮꦕ,ngawaca,3,Nayaka New
s_img_00162.png,ꦱꦩꦮꦛꦤꦝ,samawathanadha,6,Tuladha Jejeg
s_img_00648.png,ꦱꦤꦤ,sanana,3,Djoharuddin
s_img_00465.png,ꦚꦔꦥꦧꦝ,nyangapabadha,5,Gumregah New FULL
s_img_00249.png,ꦱꦩ,sama,2,Nawatura Beta
s_img_00653.png,ꦩꦤ,mana,2,Nayaka New
s_img_01064.png,ꦚꦪꦚꦫꦥ,nyayanyarapa,5,CARAKAN JAWA
s_img_00915.png,ꦠꦱ,tasa,2,AR Demak Beta
s_img_00569.png,ꦗꦔꦩꦤꦒꦏ,jangamanagaka,6,AB Wulang
s_img_01179.png,ꦔꦤꦔ,ngananga,3,Nawatura Beta
s_img_00537.png,ꦫꦗꦩꦫꦛꦪ,rajamarathaya,6,AR Demak Beta
s_img_00224.png,ꦫꦒꦛꦲ,ragathaha,4,New Kramawirya
s_img_00830.png,ꦝꦝꦫꦒꦝ,dhadharagadha,5,Nayaka New
s_img_00195.png,ꦲꦧꦮꦏꦒ,habawakaga,5,AB Wulang
s_img_00172.png,ꦢꦱꦱꦲꦢ,dasasahada,5,Dhuwung
s_img_00314.png,ꦧꦪ,baya,2,Djoharuddin
s_img_01117.png,ꦔꦢꦮꦫꦮꦭ,ngadawarawala,6,New Kramawirya
s_img_00706.png,ꦔꦏ,ngaka,2,AB Wulang
s_img_00710.png,ꦝꦭꦭꦠ,dhalalata,4,AB Wulang
s_img_00234.png,ꦏꦥꦛꦔꦝꦏ,kapathangadhaka,6,Tuladha Jejeg
s_img_00870.png,ꦝꦗꦩꦔꦭ,dhajamangala,5,Tuladha Jejeg
s_img_01063.png,ꦚꦝꦫꦛ,nyadharatha,4,Nyk Ngayogyan Jejeg
s_img_00916.png,ꦕꦪꦒꦱ,cayagasa,4,Nyk Ngayogyan New Italic
s_img_01065.png,ꦗꦤꦲ,janaha,3,Djoharuddin
s_img_00697.png,ꦩꦥ,mapa,2,Noto Sans Javanese Regular
s_img_00194.png,ꦏꦏꦠ,kakata,3,Noto Sans Javanese Regular
s_img_00291.png,ꦠꦤꦤꦪ,tananaya,4,New Kramawirya
s_img_00292.png,ꦫꦗꦕꦠꦒ,rajacataga,5,AB Bakul
s_img_00306.png,ꦔꦔꦫꦝꦫꦗ,ngangaradharaja,6,AB Wulang
s_img_00317.png,ꦗꦧꦭꦢ,jabalada,4,Damarwulan
s_img_01032.png,ꦫꦤꦭꦚ,ranalanya,4,Gumregah New FULL
s_img_00967.png,ꦝꦚ,dhanya,2,Noto Sans Javanese Regular
s_img_00668.png,ꦮꦢ,wada,2,Sehulbari
s_img_00936.png,ꦛꦥꦠꦧ,thapataba,4,AB Wulang
s_img_00791.png,ꦏꦱꦔꦗ,kasangaja,4,Sehulbari
s_img_00354.png,ꦝꦱꦠꦮꦔꦏ,dhasatawangaka,6,Nayaka New
s_img_00076.png,ꦥꦩꦩ,pamama,3,Jamawi
s_img_00776.png,ꦱꦮꦭꦢ,sawalada,4,Sehulbari
s_img_01159.png,ꦧꦗꦧꦫꦮ,bajabarawa,5,AR Demak Beta
s_img_00160.png,ꦢꦠꦮꦗꦝ,datawajadha,5,Noto Sans Javanese Regular
s_img_00729.png,ꦢꦏꦏꦔ,dakakanga,4,Djoharuddin
s_img_01136.png,ꦱꦒꦢꦪꦪ,sagadayaya,5,New Kramawirya
s_img_00431.png,ꦚꦥꦮꦢꦭ,nyapawadala,5,New Kramawirya
s_img_00671.png,ꦠꦗꦠꦫꦕꦪ,tajataracaya,6,Damarwulan
s_img_00077.png,ꦕꦮꦝ,cawadha,3,Nyk Ngayogyan Jejeg
s_img_00724.png,ꦕꦛꦏ,cathaka,3,Damarwulan
s_img_00221.png,ꦩꦏꦱꦤ,makasana,4,Nawatura Beta
s_img_00911.png,ꦛꦩ,thama,2,Nawatura Beta
s_img_01002.png,ꦚꦗꦪꦩ,nyajayama,4,Dhuwung
s_img_00880.png,ꦤꦠꦭꦏ,natalaka,4,Nyk Ngayogyan New Italic
s_img_01025.png,ꦧꦪꦱ,bayasa,3,Jamawi
s_img_00395.png,ꦛꦛꦥꦗꦕꦏ,thathapajacaka,6,Damarwulan
s_img_00945.png,ꦫꦧ,raba,2,Nayaka New
s_img_00412.png,ꦪꦥꦛꦔꦕꦫ,yapathangacara,6,Djoharuddin
s_img_00712.png,ꦤꦔꦢ,nangada,3,Tuladha Jejeg
s_img_00294.png,ꦫꦲꦔꦫꦏꦲ,rahangarakaha,6,Nayaka New
s_img_00620.png,ꦕꦫꦛꦧꦧ,carathababa,5,Nawatura Beta
s_img_00025.png,ꦕꦮꦠꦛꦢꦲ,cawatathadaha,6,Nawatura Beta
s_img_00258.png,ꦠꦥꦪꦲꦱ,tapayahasa,5,Noto Sans Javanese Regular
s_img_00809.png,ꦗꦚꦔ,janyanga,3,Nyk Ngayogyan New Italic
s_img_00407.png,ꦔꦏꦗ,ngakaja,3,AB Wulang
s_img_00432.png,ꦪꦩꦗꦫ,yamajara,4,Noto Sans Javanese Regular
s_img_00138.png,ꦚꦫꦠꦲꦢꦏ,nyaratahadaka,6,AB Bakul
s_img_00825.png,ꦲꦲꦒꦲꦔ,hahagahanga,5,Dhuwung
s_img_01107.png,ꦛꦱꦔꦒꦗ,thasangagaja,5,Djoharuddin
s_img_00352.png,ꦠꦧ,taba,2,AB Wulang
s_img_00415.png,ꦫꦒꦠꦲꦮ,ragatahawa,5,Dhuwung
s_img_00744.png,ꦠꦪꦮꦮꦝ,tayawawadha,5,Dhuwung
s_img_00645.png,ꦥꦧꦧꦗꦛ,pababajatha,5,Tuladha Jejeg
s_img_00714.png,ꦠꦛ,tatha,2,Dhuwung
s_img_00901.png,ꦢꦛꦱ,dathasa,3,CARAKAN JAWA
s_img_00136.png,ꦠꦱꦕ,tasaca,3,Jamawi
s_img_00600.png,ꦪꦲꦕꦒ,yahacaga,4,AB Bakul
s_img_00242.png,ꦲꦥꦮ,hapawa,3,Nyk Ngayogyan New Italic
s_img_00457.png,ꦮꦥꦒꦏꦒꦠ,wapagakagata,6,Sehulbari
s_img_00974.png,ꦥꦒꦲꦩ,pagahama,4,Djoharuddin
s_img_00021.png,ꦮꦚ,wanya,2,Noto Sans Javanese Regular
s_img_00139.png,ꦕꦗꦪꦮꦕ,cajayawaca,5,Jamawi
s_img_00359.png,ꦫꦗꦕꦩꦏ,rajacamaka,5,Damarwulan
s_img_00088.png,ꦭꦏꦪꦥꦭ,lakayapala,5,Noto Sans Javanese Regular
s_img_00497.png,ꦥꦮ,pawa,2,AB Bakul
s_img_00451.png,ꦠꦪꦥꦏ,tayapaka,4,Damarwulan
s_img_00203.png,ꦱꦲꦏꦤ,sahakana,4,Damarwulan
s_img_00663.png,ꦝꦏ,dhaka,2,Nyk Ngayogyan New Italic
s_img_00252.png,ꦩꦝ,madha,2,New Kramawirya
s_img_00248.png,ꦒꦥꦩꦢꦱ,gapamadasa,5,AR Demak Beta
s_img_00495.png,ꦛꦚꦱꦮ,thanyasawa,4,Nyk Ngayogyan Jejeg
s_img_00177.png,ꦧꦫꦫꦤꦤ,bararanana,5,Sehulbari
s_img_00135.png,ꦏꦧꦔ,kabanga,3,AB Bakul
s_img_00652.png,ꦲꦭꦒꦝꦛꦒ,halagadhathaga,6,Nayaka New
s_img_01190.png,ꦛꦚꦠ,thanyata,3,Noto Sans Javanese Regular
s_img_00702.png,ꦚꦠꦠꦫ,nyatatara,4,Damarwulan
s_img_00483.png,ꦧꦲꦗ,bahaja,3,Noto Sans Javanese Regular
s_img_00031.png,ꦲꦮꦱꦚ,hawasanya,4,Nawatura Beta
s_img_00735.png,ꦠꦤꦛꦕꦛꦏ,tanathacathaka,6,New Kramawirya
s_img_00491.png,ꦲꦒꦥ,hagapa,3,Nawatura Beta
s_img_00071.png,ꦮꦢꦫꦩꦢ,wadaramada,5,AB Wulang
s_img_00253.png,ꦠꦫꦭꦏꦒꦕ,taralakagaca,6,Nayaka New
s_img_00563.png,ꦢꦝꦩ,dadhama,3,AB Bakul
s_img_00055.png,ꦚꦢꦪꦢꦩꦚ,nyadayadamanya,6,Gumregah New FULL
s_img_01097.png,ꦠꦭꦩꦕꦪꦢ,talamacayada,6,Nawatura Beta
s_img_01106.png,ꦚꦮ,nyawa,2,Dhuwung
s_img_00637.png,ꦏꦕꦫꦥꦝ,kacarapadha,5,Nawatura Beta
